% GOterm	enrichment_P-value
GO:0009065	0.000667837399422448
GO:1904035	0.00161066063180091
GO:0006268	0.0022859281034364
GO:0051592	0.002977747546833
GO:0050728	0.0035148910321705
GO:0045332	0.00426578857048256
GO:1904019	0.00455976305982138
GO:0070507	0.00485499704959901
GO:0034204	0.00641870346161584
GO:0043244	0.00666484453885684
GO:0008611	0.00680681286568468
GO:0042451	0.00680681286568468
GO:0042455	0.00680681286568468
GO:0046129	0.00680681286568468
GO:0046504	0.00680681286568468
GO:0050951	0.00680681286568468
GO:0090026	0.00680681286568468
GO:0097384	0.00680681286568468
GO:1901503	0.00680681286568468
GO:1901879	0.00755258049026297
GO:2000351	0.00769777416861961
GO:0015914	0.00799514627090001
GO:0000727	0.0082502501582612
GO:0006525	0.0082502501582612
GO:0014046	0.0082502501582612
GO:0014059	0.0082502501582612
GO:0007009	0.0097572037127432
GO:0062149	0.00981804837504009
GO:0097035	0.00987995126612693
GO:0031110	0.00993496236950576
GO:0072577	0.0106791208664423
GO:1904036	0.0106791208664423
GO:0031348	0.0109358365655428
GO:0001833	0.0115068465322495
GO:0006662	0.0115068465322495
GO:0046485	0.0115068465322495
GO:1900262	0.0115068465322495
GO:1900264	0.0115068465322495
GO:1902969	0.0115068465322495
GO:0032506	0.0115147076817964
GO:0030148	0.0115744033068592
GO:1902904	0.013232060811997
GO:0009163	0.0133133480543873
GO:0018904	0.0133133480543873
GO:0034404	0.0133133480543873
GO:0046128	0.0133133480543873
GO:0051303	0.0133785547576385
GO:0030317	0.0152262291716284
GO:0097722	0.0152262291716284
GO:0015872	0.0152343196979743
