% GOterm	enrichment_P-value
GO:0001944	1.09249492930037e-05
GO:0001568	1.30910253454103e-05
GO:0007264	7.53154240343003e-05
GO:0048514	0.00011275362746544
GO:0090068	0.000122729170939188
GO:0051056	0.000138736970002602
GO:0071902	0.000207411454593488
GO:1905144	0.000209600378648106
GO:0009166	0.000211404012070476
GO:0035904	0.000245508855182631
GO:0071577	0.000274921318228057
GO:0018958	0.000316831954332085
GO:1901292	0.000319540387477911
GO:0001525	0.000364817732243469
GO:0007265	0.000383242058652541
GO:0006829	0.000447329634807966
GO:0046434	0.000506292168308664
GO:0014002	0.000557418847442952
GO:0045787	0.000562566496547767
GO:0071363	0.000577246752498401
GO:1901699	0.000635132824008919
GO:0042327	0.000722326229480108
GO:0046683	0.000726334406271969
GO:0007193	0.000833027751928449
GO:0070848	0.000947492896326473
GO:0014741	0.00100164882179582
GO:0006195	0.00107893145461042
GO:0046651	0.00110688024418063
GO:0001934	0.0011459239323572
GO:0010389	0.00136134630592121
GO:0010971	0.00140830586850479
GO:0014065	0.00146425848634656
GO:0032943	0.00149270013268968
GO:0033674	0.00158629712198624
GO:0006882	0.00164944534166212
GO:0055069	0.00164944534166212
GO:0072523	0.00170924902444551
GO:0045332	0.00191784567980418
GO:1902751	0.00191784567980418
GO:0014068	0.00210985393627457
GO:0007175	0.00219195609022607
GO:1905145	0.00219195609022607
GO:2000272	0.00221502946152813
GO:1902749	0.0022154905809039
GO:0006260	0.0022235587495865
GO:0051347	0.00243410963073719
GO:0006575	0.0024660109958639
GO:0000725	0.00261290525151272
GO:0044770	0.00271982405610531
GO:0003323	0.00274714861347725
