ID,Total_Cell_Count,MCavg_Norm_Cell_Count,Z_score
hsa-miR-3139,641.5,1.226992887,0.363873769
hsa-miR-3138,694.5,1.328365643,0.713291238
hsa-miR-3137,525.5,1.00512044,-0.400888995
hsa-miR-3136-5p,758,1.449821681,1.131932924
hsa-miR-3136-3p,471.5,0.90183499,-0.756899247
hsa-miR-3135b,504.5,0.964953876,-0.539337426
hsa-miR-3135a,699,1.336972764,0.742958759
hsa-miR-3134,538,1.029029109,-0.318479214
hsa-miR-3133,635,1.214560379,0.321020683
hsa-miR-3132,543.5,1.039548923,-0.282218911
hsa-miR-3131,649,1.241338088,0.413319637
hsa-miR-3130-5p,388,0.742125082,-1.307396581
hsa-miR-3130-3p,556,1.063457592,-0.19980913
hsa-miR-3129-5p,751,1.436432827,1.085783447
hsa-miR-3129-3p,415,0.793767807,-1.129391455
hsa-miR-3128,486,0.929569046,-0.661303902
hsa-miR-3127-5p,491.5,0.940088861,-0.625043598
hsa-miR-3127-3p,535.5,1.024247375,-0.33496117
hsa-miR-3126-5p,447.5,0.855930346,-0.915126026
hsa-miR-3126-3p,355.5,0.679962543,-1.521662011
hsa-miR-3125,721,1.379052021,0.887999973
hsa-miR-3124-5p,536.5,1.026160069,-0.328368388
hsa-miR-3124-3p,736.5,1.408698771,0.990188101
hsa-miR-3123,691.5,1.322627563,0.693512891
hsa-miR-3122,792,1.514853261,1.356087527
hsa-miR-3121-5p,481.5,0.920961925,-0.690971423
hsa-miR-3121-3p,636.5,1.21742942,0.330909857
hsa-miR-3120-5p,551.5,1.054850471,-0.229476651
hsa-miR-3120-3p,451.5,0.86358112,-0.888754896
hsa-miR-3119,479.5,0.917136538,-0.704156987
hsa-miR-3118,729.5,1.395309916,0.944038624
hsa-miR-3117-5p,741,1.417305891,1.019855622
hsa-miR-3117-3p,553,1.057719511,-0.219587478
hsa-miR-3116,414,0.791855113,-1.135984238
hsa-miR-3115,420,0.803331275,-1.096427543
hsa-miR-31-5p,509.5,0.974517344,-0.506373514
hsa-miR-31-3p,581.5,1.112231277,-0.031693178
hsa-miR-30e-5p,537,1.027116415,-0.325071997
hsa-miR-30e-3p,728.5,1.393397223,0.937445842
hsa-miR-30d-5p,572,1.094060688,-0.094324611
hsa-miR-30d-3p,749,1.43260744,1.072597882
hsa-miR-30c-5p,612.5,1.171524775,0.172683078
hsa-miR-30c-2-3p,528.5,1.01085852,-0.381110648
hsa-miR-30c-1-3p,553,1.057719511,-0.219587478
hsa-miR-30b-5p,603,1.153354187,0.110051645
hsa-miR-30b-3p,452,0.864537467,-0.885458505
hsa-miR-30a-5p,552,1.055806818,-0.22618026
hsa-miR-30a-3p,693.5,1.32645295,0.706698456
hsa-miR-3074-5p,287,0.548943038,-1.973267608
hsa-miR-3074-3p,524,1.0022514,-0.410778169
hsa-miR-3065-5p,728,1.392440876,0.93414945
hsa-miR-3065-3p,729.5,1.395309916,0.944038624
hsa-miR-3064-5p,610,1.166743042,0.156201122
hsa-miR-3064-3p,601,1.1495288,0.09686608
hsa-miR-302f,592,1.132314558,0.037531038
hsa-miR-302e,1168,2.234026021,3.834973726
hsa-miR-302d-5p,855.5,1.636309298,1.774729212
hsa-miR-302d-3p,1191.5,2.278974318,3.989904114
hsa-miR-302c-5p,864,1.652567193,1.830767863
hsa-miR-302c-3p,1266.5,2.422426331,4.484362797
hsa-miR-302b-5p,798.5,1.527285768,1.398940613
hsa-miR-302b-3p,1142,2.184295989,3.663561383
hsa-miR-302a-5p,871.5,1.666912395,1.880213731
hsa-miR-302a-3p,1270.5,2.430077105,4.510733927
hsa-miR-301b,883,1.68890837,1.956030729
hsa-miR-301a-5p,585.5,1.119882051,-0.005322048
hsa-miR-301a-3p,894,1.709947999,2.028551336
hsa-miR-300,823.5,1.575103106,1.563760174
hsa-miR-29c-5p,784.5,1.500508059,1.306641658
hsa-miR-29c-3p,594.5,1.137096292,0.054012994
hsa-miR-29b-3p,697.5,1.334103724,0.733069586
hsa-miR-29b-2-5p,565.5,1.08162818,-0.137177697
hsa-miR-29b-1-5p,515.5,0.985993505,-0.466816819
hsa-miR-29a-5p,704,1.346536232,0.775922672
hsa-miR-29a-3p,668.5,1.278635612,0.541878895
hsa-miR-299-5p,685.5,1.311151402,0.653956196
hsa-miR-299-3p,568,1.086409914,-0.120695741
hsa-miR-298,722.5,1.381921062,0.897889147
hsa-miR-297,507.5,0.970691957,-0.519559079
hsa-miR-2964a-5p,494,0.944870594,-0.608561642
hsa-miR-2964a-3p,490,0.93721982,-0.634932772
hsa-miR-296-5p,691,1.321671216,0.6902165
hsa-miR-296-3p,618.5,1.183000936,0.212239773
hsa-miR-2909,663.5,1.269072144,0.508914983
hsa-miR-2861,840.5,1.607618896,1.675837475
hsa-miR-28-5p,578.5,1.106493196,-0.051471525
hsa-miR-28-3p,568.5,1.087366261,-0.11739935
hsa-miR-27b-5p,407,0.778466259,-1.182133715
hsa-miR-27b-3p,557.5,1.066326632,-0.189919957
hsa-miR-27a-5p,463.5,0.886533442,-0.809641507
hsa-miR-27a-3p,526.5,1.007033133,-0.394296212
hsa-miR-26b-5p,651.5,1.246119822,0.429801593
hsa-miR-26b-3p,493,0.942957901,-0.615154424
hsa-miR-26a-5p,679,1.298718894,0.61110311
hsa-miR-26a-2-3p,576.5,1.102667809,-0.06465709
hsa-miR-26a-1-3p,493.5,0.943914248,-0.611858033
hsa-miR-2682-5p,425,0.812894742,-1.063463631
hsa-miR-2682-3p,475.5,0.909485764,-0.730528117
hsa-miR-2681-5p,567,1.084497221,-0.127288523
hsa-miR-2681-3p,564,1.07875914,-0.147066871
hsa-miR-25-5p,476.5,0.911398458,-0.723935335
hsa-miR-25-3p,570.5,1.091191648,-0.104213785
hsa-miR-2467-5p,439.5,0.840628798,-0.967868285
hsa-miR-2467-3p,449,0.858799386,-0.905236852
hsa-miR-24-3p,464.5,0.888446136,-0.803048724
hsa-miR-24-2-5p,507,0.96973561,-0.52285547
hsa-miR-24-1-5p,519,0.992687932,-0.443742081
hsa-miR-23c,774,1.480424777,1.237417443
hsa-miR-23b-5p,501,0.958259449,-0.562412165
hsa-miR-23b-3p,774,1.480424777,1.237417443
hsa-miR-23a-5p,648,1.239425395,0.406726855
hsa-miR-23a-3p,754,1.442170907,1.105561794
hsa-miR-2392,797,1.524416728,1.389051439
hsa-miR-2355-5p,916.5,1.752983603,2.176888941
hsa-miR-2355-3p,726,1.388615489,0.920963885
hsa-miR-2278,401,0.766990098,-1.221690409
hsa-miR-2277-5p,597,1.141878026,0.07049495
hsa-miR-2277-3p,668.5,1.278635612,0.541878895
hsa-miR-2276,701.5,1.341754498,0.759440715
hsa-miR-224-5p,789.5,1.510071527,1.339605571
hsa-miR-224-3p,549.5,1.051025084,-0.242662216
hsa-miR-223-5p,422,0.807156662,-1.083241978
hsa-miR-223-3p,652.5,1.248032516,0.436394376
hsa-miR-222-5p,596,1.139965332,0.063902167
hsa-miR-222-3p,430,0.82245821,-1.030499718
hsa-miR-221-5p,360,0.688569664,-1.49199449
hsa-miR-221-3p,499.5,0.955390409,-0.572301339
hsa-miR-220c Not in mirbase v21.0,NA,NA,NA
hsa-miR-220b Not in mirbase v21.0,NA,NA,NA
hsa-miR-220a Not in mirbase v21.0,NA,NA,NA
hsa-miR-22-5p,513,0.981211771,-0.483298775
hsa-miR-22-3p,660,1.262377717,0.485840244
hsa-miR-219a-5p,NA,NA,NA
hsa-miR-219a-2-3p,NA,NA,NA
hsa-miR-219a-1-3p,NA,NA,NA
hsa-miR-219-5p,768,1.468948616,1.197860748
hsa-miR-219-2-3p,449,0.858799386,-0.905236852
hsa-miR-219-1-3p,430.5,0.823414556,-1.027203327
hsa-miR-218-5p,720.5,1.378095675,0.884703582
hsa-miR-218-2-3p,508.5,0.97260465,-0.512966296
hsa-miR-218-1-3p,467,0.89322787,-0.786566768
hsa-miR-217,614.5,1.175350162,0.185868643
hsa-miR-216b,853,1.631527565,1.758247256
hsa-miR-216a-5p,563.5,1.077802793,-0.150363262
hsa-miR-216a-3p,532.5,1.018509294,-0.354739518
hsa-miR-215,465.5,0.890358829,-0.796455942
hsa-miR-214-5p,370.5,0.708652946,-1.422770274
hsa-miR-214-3p,546,1.044330657,-0.265736955
hsa-miR-212-5p,351.5,0.672311769,-1.54803314
hsa-miR-212-3p,848,1.621964097,1.725283344
hsa-miR-2117,632,1.208822299,0.301242336
hsa-miR-2116-5p,510,0.97547369,-0.503077123
hsa-miR-2116-3p,855,1.635352952,1.771432821
hsa-miR-2115-5p,806,1.54163097,1.448386481
hsa-miR-2115-3p,457.5,0.875057281,-0.849198201
hsa-miR-2114-5p,557,1.065370285,-0.193216348
hsa-miR-2114-3p,665.5,1.272897531,0.522100547
hsa-miR-2113,822,1.572234066,1.553871
hsa-miR-2110,560.5,1.072064713,-0.170141609
hsa-miR-211-5p,654,1.250901556,0.446283549
hsa-miR-211-3p,680.5,1.301587934,0.620992284
hsa-miR-210,1001.5,1.915562551,2.737275449
hsa-miR-21-5p,568.5,1.087366261,-0.11739935
hsa-miR-21-3p,541,1.034767189,-0.298700867
hsa-miR-20b-5p,966.5,1.848618278,2.506528064
hsa-miR-20b-3p,636.5,1.21742942,0.330909857
hsa-miR-20a-5p,904,1.729074934,2.094479161
hsa-miR-20a-3p,906,1.732900321,2.107664726
hsa-miR-208b,494.5,0.945826941,-0.605265251
hsa-miR-208a,505,0.965910223,-0.536041035
hsa-miR-206,436,0.833934371,-0.990943024
hsa-miR-2054,521.5,0.997469666,-0.427260125
hsa-miR-2053,622,1.189695364,0.235314511
hsa-miR-2052,942.5,1.802713634,2.348301285
hsa-miR-205-5p,394.5,0.75455759,-1.264543495
hsa-miR-205-3p,552.5,1.056763165,-0.222883869
hsa-miR-204-5p,612.5,1.171524775,0.172683078
hsa-miR-204-3p,599.5,1.14665976,0.086976906
hsa-miR-203b-5p,397.5,0.760295671,-1.244765148
hsa-miR-203b-3p,488,0.933394433,-0.648118337
hsa-miR-203a,558,1.067282979,-0.186623565
hsa-miR-202-5p,489,0.935307127,-0.641525554
hsa-miR-202-3p,571,1.092147995,-0.100917394
hsa-miR-200c-5p,489,0.935307127,-0.641525554
hsa-miR-200c-3p,515,0.985037158,-0.470113211
hsa-miR-200b-5p,694.5,1.328365643,0.713291238
hsa-miR-200b-3p,465.5,0.890358829,-0.796455942
hsa-miR-200a-5p,799,1.528242115,1.402237004
hsa-miR-200a-3p,565.5,1.08162818,-0.137177697
hsa-miR-19b-3p,723,1.382877408,0.901185538
hsa-miR-19b-2-5p,491,0.939132514,-0.628339989
hsa-miR-19b-1-5p,371,0.709609292,-1.419473883
hsa-miR-19a-5p,714,1.365663167,0.841850496
hsa-miR-19a-3p,827,1.581797533,1.586834912
hsa-miR-199b-5p,1277.5,2.44346596,4.556883404
hsa-miR-199b-3p,708,1.354187006,0.802293801
hsa-miR-199a-5p,1195,2.285668745,4.012978852
hsa-miR-199a-3p,755,1.444083601,1.112154576
hsa-miR-198,774.5,1.481381124,1.240713834
hsa-miR-1979 Not in mirbase v21.0,NA,NA,NA
hsa-miR-1978 Not in mirbase v21.0,NA,NA,NA
hsa-miR-1977 Not in mirbase v21.0,NA,NA,NA
hsa-miR-1976,476,0.910442111,-0.727231726
hsa-miR-1975 Not in mirbase v21.0,NA,NA,NA
hsa-miR-1974 Not in mirbase v21.0,NA,NA,NA
hsa-miR-1973,700,1.338885458,0.749551542
hsa-miR-1972,431.5,0.82532725,-1.020610545
hsa-miR-197-5p,711.5,1.360881433,0.82536854
hsa-miR-197-3p,719.5,1.376182981,0.878110799
hsa-miR-196b-5p,609.5,1.165786695,0.15290473
hsa-miR-196b-3p,481,0.920005579,-0.694267814
hsa-miR-196a-5p,618,1.18204459,0.208943381
hsa-miR-196a-3p,533.5,1.020421988,-0.348146735
hsa-miR-195-5p,391,0.747863163,-1.287618234
hsa-miR-195-3p,631.5,1.207865952,0.297945944
hsa-miR-194-5p,542,1.036679883,-0.292108085
hsa-miR-194-3p,803,1.535892889,1.428608134
hsa-miR-193b-5p,542.5,1.03763623,-0.288811693
hsa-miR-193b-3p,347.5,0.664660995,-1.57440427
hsa-miR-193a-5p,561,1.07302106,-0.166845218
hsa-miR-193a-3p,375,0.717260067,-1.393102753
hsa-miR-192-5p,388.5,0.743081429,-1.30410019
hsa-miR-192-3p,506,0.967822916,-0.529448253
hsa-miR-1915-5p,441.5,0.844454185,-0.95468272
hsa-miR-1915-3p,668,1.277679265,0.538582504
hsa-miR-1914-5p,657.5,1.257595983,0.469358288
hsa-miR-1914-3p,861,1.646829113,1.810989516
hsa-miR-1913,1046.5,2.001633759,3.033950659
hsa-miR-1912,501.5,0.959215796,-0.559115774
hsa-miR-1911-5p,539,1.030941802,-0.311886432
hsa-miR-1911-3p,571.5,1.093104341,-0.097621002
hsa-miR-1910,740,1.415393198,1.01326284
hsa-miR-191-5p,560.5,1.072064713,-0.170141609
hsa-miR-191-3p,963.5,1.842880198,2.486749716
hsa-miR-190b,693,1.325496603,0.703402065
hsa-miR-190a,740,1.415393198,1.01326284
hsa-miR-1909-5p,595,1.138052639,0.057309385
hsa-miR-1909-3p,631,1.206909605,0.294649553
hsa-miR-1908,714,1.365663167,0.841850496
hsa-miR-18b-5p,572.5,1.095017035,-0.09102822
hsa-miR-18b-3p,846,1.61813871,1.712097779
hsa-miR-18a-5p,646.5,1.236556355,0.396837681
hsa-miR-18a-3p,657,1.256639637,0.466061897
hsa-miR-188-5p,706.5,1.351317965,0.792404628
hsa-miR-188-3p,612.5,1.171524775,0.172683078
hsa-miR-187-5p,560,1.071108366,-0.173438001
hsa-miR-187-3p,1065.5,2.037974936,3.159213526
hsa-miR-186-5p,620,1.185869977,0.222128946
hsa-miR-186-3p,686,1.312107748,0.657252588
hsa-miR-185-5p,545,1.042417963,-0.272329737
hsa-miR-185-3p,468.5,0.89609691,-0.776677594
hsa-miR-184,558.5,1.068239326,-0.183327174
hsa-miR-183-5p,415,0.793767807,-1.129391455
hsa-miR-183-3p,503.5,0.963041183,-0.545930209
hsa-miR-1827,422.5,0.808113008,-1.079945587
hsa-miR-1826 Not in mirbase v21.0,NA,NA,NA
hsa-miR-1825,851.5,1.628658524,1.748358082
hsa-miR-182-5p,405.5,0.775597219,-1.192022888
hsa-miR-182-3p,462.5,0.884620749,-0.816234289
hsa-miR-181d,753,1.440258214,1.098969011
hsa-miR-181c-5p,476,0.910442111,-0.727231726
hsa-miR-181c-3p,562.5,1.0758901,-0.156956044
hsa-miR-181b-5p,810,1.549281744,1.474757611
hsa-miR-181b-3p,674,1.289155426,0.578139198
hsa-miR-181a-5p,655,1.25281425,0.452876332
hsa-miR-181a-3p,633,1.210734992,0.307835118
hsa-miR-181a-2-3p,846,1.61813871,1.712097779
hsa-miR-17-5p,1084.5,2.074316112,3.284476392
hsa-miR-17-3p,440.5,0.842541491,-0.961275503
hsa-miR-16-5p,402,0.768902791,-1.215097627
hsa-miR-16-2-3p,449,0.858799386,-0.905236852
hsa-miR-16-1-3p,726.5,1.389571836,0.924260277
hsa-miR-15b-5p,406.5,0.777509912,-1.185430106
hsa-miR-15b-3p,770.5,1.47373035,1.214342704
hsa-miR-15a-5p,443,0.847323225,-0.944793547
hsa-miR-15a-3p,432.5,0.827239943,-1.014017762
hsa-miR-1587,458.5,0.876969975,-0.842605419
hsa-miR-155-5p,533.5,1.020421988,-0.348146735
hsa-miR-155-3p,459.5,0.878882668,-0.836012636
hsa-miR-154-5p,635.5,1.215516726,0.324317074
hsa-miR-154-3p,610.5,1.167699388,0.159497513
hsa-miR-1539,667.5,1.276722918,0.535286112
hsa-miR-1538,679,1.298718894,0.61110311
hsa-miR-1537,713.5,1.36470682,0.838554105
hsa-miR-153,581.5,1.112231277,-0.031693178
hsa-miR-152,1131.5,2.164212707,3.594337167
hsa-miR-151b,803,1.535892889,1.428608134
hsa-miR-151a-5p,815,1.558845211,1.507721523
hsa-miR-151a-3p,600,1.147616106,0.090273297
hsa-miR-150-5p,869.5,1.663087008,1.867028166
hsa-miR-150-3p,716.5,1.3704449,0.858332452
hsa-miR-149-5p,591,1.130401865,0.030938255
hsa-miR-149-3p,445.5,0.852104959,-0.928311591
hsa-miR-148b-5p,415.5,0.794724154,-1.126095064
hsa-miR-148b-3p,1080,2.065708992,3.254808871
hsa-miR-148a-5p,552,1.055806818,-0.22618026
hsa-miR-148a-3p,1088.5,2.081966886,3.310847522
hsa-miR-147b,1043.5,1.995895678,3.014172312
hsa-miR-147a,420,0.803331275,-1.096427543
hsa-miR-1471,769,1.47086131,1.204453531
hsa-miR-1470,802.5,1.534936542,1.425311742
hsa-miR-146b-5p,704,1.346536232,0.775922672
hsa-miR-146b-3p,711,1.359925086,0.822072149
hsa-miR-146a-5p,829.5,1.586579267,1.603316868
hsa-miR-146a-3p,650,1.243250782,0.41991242
hsa-miR-1469,481,0.920005579,-0.694267814
hsa-miR-1468,616,1.178219203,0.195757816
hsa-miR-145-5p,600.5,1.148572453,0.093569688
hsa-miR-145-3p,442.5,0.846366879,-0.948089938
hsa-miR-144-5p,511,0.977386384,-0.49648434
hsa-miR-144-3p,516.5,0.987906198,-0.460224037
hsa-miR-143-5p,549.5,1.051025084,-0.242662216
hsa-miR-143-3p,676.5,1.29393716,0.594621154
hsa-miR-142-5p,630.5,1.205953259,0.291353162
hsa-miR-142-3p,640,1.224123847,0.353984595
hsa-miR-141-5p,380,0.726823534,-1.360138841
hsa-miR-141-3p,568.5,1.087366261,-0.11739935
hsa-miR-140-5p,598.5,1.144747066,0.080384124
hsa-miR-140-3p,973,1.861050786,2.549381149
hsa-miR-139-5p,828,1.583710227,1.593427695
hsa-miR-139-3p,531.5,1.016596601,-0.3613323
hsa-miR-138-5p,499.5,0.955390409,-0.572301339
hsa-miR-138-2-3p,422,0.807156662,-1.083241978
hsa-miR-138-1-3p,570,1.090235301,-0.107510176
hsa-miR-137,457.5,0.875057281,-0.849198201
hsa-miR-136-5p,785,1.501464406,1.30993805
hsa-miR-136-3p,401,0.766990098,-1.221690409
hsa-miR-135b-5p,518.5,0.991731585,-0.447038472
hsa-miR-135b-3p,600.5,1.148572453,0.093569688
hsa-miR-135a-5p,488,0.933394433,-0.648118337
hsa-miR-135a-3p,681,1.302544281,0.624288675
hsa-miR-1343,478.5,0.915223845,-0.71074977
hsa-miR-134,801.5,1.533023849,1.41871896
hsa-miR-133b,521,0.996513319,-0.430556516
hsa-miR-133a,516,0.986949852,-0.463520428
hsa-miR-1324,558,1.067282979,-0.186623565
hsa-miR-1323,560,1.071108366,-0.173438001
hsa-miR-1322,531.5,1.016596601,-0.3613323
hsa-miR-1321,482.5,0.922874619,-0.68437864
hsa-miR-132-5p,594.5,1.137096292,0.054012994
hsa-miR-132-3p,844,1.614313323,1.698912214
hsa-miR-130b-5p,392.5,0.750732203,-1.27772906
hsa-miR-130b-3p,734.5,1.404873384,0.977002536
hsa-miR-130a-5p,695,1.32932199,0.71658763
hsa-miR-130a-3p,762.5,1.458428802,1.161600445
hsa-miR-1308 Not in mirbase v21.0,NA,NA,NA
hsa-miR-1307-5p,866.5,1.657348927,1.847249819
hsa-miR-1307-3p,514,0.983124465,-0.476705993
hsa-miR-1306-5p,495,0.946783288,-0.60196886
hsa-miR-1306-3p,435.5,0.832978024,-0.994239415
hsa-miR-1305,536,1.025203722,-0.331664779
hsa-miR-1304-5p,456,0.872188241,-0.859087375
hsa-miR-1304-3p,583,1.115100317,-0.021804004
hsa-miR-1303,651,1.245163476,0.426505202
hsa-miR-1302,596,1.139965332,0.063902167
hsa-miR-1301,597,1.141878026,0.07049495
hsa-miR-1300 Not in mirbase v21.0,NA,NA,NA
hsa-miR-1299,570.5,1.091191648,-0.104213785
hsa-miR-1298,697,1.333147377,0.729773194
hsa-miR-1297,690.5,1.320714869,0.686920109
hsa-miR-1296,777.5,1.487119205,1.260492181
hsa-miR-1295b-5p,427.5,0.817676476,-1.046981675
hsa-miR-1295b-3p,279.5,0.534597836,-2.022713476
hsa-miR-1295a,371.5,0.710565639,-1.416177492
hsa-miR-1294,484.5,0.926700006,-0.671193075
hsa-miR-1293,326.5,0.624494431,-1.712852702
hsa-miR-1292-5p,601,1.1495288,0.09686608
hsa-miR-1292-3p,654.5,1.251857903,0.449579941
hsa-miR-1291,748.5,1.431651093,1.06930149
hsa-miR-1290,595,1.138052639,0.057309385
hsa-miR-129-5p,524,1.0022514,-0.410778169
hsa-miR-129-2-3p,510,0.97547369,-0.503077123
hsa-miR-129-1-3p,528.5,1.01085852,-0.381110648
hsa-miR-1289,469,0.897053257,-0.773381203
hsa-miR-1288,534.5,1.022334682,-0.341553953
hsa-miR-1287,610.5,1.167699388,0.159497513
hsa-miR-1286,571.5,1.093104341,-0.097621002
hsa-miR-1285-5p,814.5,1.557888865,1.504425132
hsa-miR-1285-3p,590.5,1.129445518,0.027641864
hsa-miR-1284,760.5,1.454603415,1.14841488
hsa-miR-1283,814,1.556932518,1.501128741
hsa-miR-1282,545.5,1.04337431,-0.269033346
hsa-miR-1281,548,1.048156044,-0.25255139
hsa-miR-1280  Not in mirbase v21.0,NA,NA,NA
hsa-miR-128-3p,580.5,1.110318583,-0.03828596
hsa-miR-1279,928.5,1.775935925,2.256002331
hsa-miR-1278,488,0.933394433,-0.648118337
hsa-miR-1277-5p,540.5,1.033810843,-0.301997258
hsa-miR-1277-3p,671,1.283417346,0.558360851
hsa-miR-1276,505.5,0.96686657,-0.532744644
hsa-miR-1275,443.5,0.848279572,-0.941497155
hsa-miR-1274b  Not in mirbase v21.0,NA,NA,NA
hsa-miR-1274a  Not in mirbase v21.0,NA,NA,NA
hsa-miR-1273g-5p,601,1.1495288,0.09686608
hsa-miR-1273g-3p,398,0.761252017,-1.241468757
hsa-miR-1273f,610,1.166743042,0.156201122
hsa-miR-1273e,511.5,0.978342731,-0.493187949
hsa-miR-1273d,605,1.157179574,0.123237209
hsa-miR-1273c,608.5,1.163874001,0.146311948
hsa-miR-1273a,602.5,1.15239784,0.106755253
hsa-miR-1272,543,1.038592576,-0.285515302
hsa-miR-1271-5p,493.5,0.943914248,-0.611858033
hsa-miR-1271-3p,768,1.468948616,1.197860748
hsa-miR-1270,524,1.0022514,-0.410778169
hsa-miR-127-5p,493,0.942957901,-0.615154424
hsa-miR-127-3p,457,0.874100934,-0.852494592
hsa-miR-1269b,446,0.853061306,-0.925015199
hsa-miR-1269a,484.5,0.926700006,-0.671193075
hsa-miR-1268b,798.5,1.527285768,1.398940613
hsa-miR-1268a,810,1.549281744,1.474757611
hsa-miR-1267,768.5,1.469904963,1.201157139
hsa-miR-1266,600,1.147616106,0.090273297
hsa-miR-1265,882.5,1.687952023,1.952734338
hsa-miR-1264,655,1.25281425,0.452876332
hsa-miR-1263,527.5,1.008945827,-0.38770343
hsa-miR-1262,540,1.032854496,-0.305293649
hsa-miR-1261,466.5,0.892271523,-0.789863159
hsa-miR-1260b,730,1.396266263,0.947335015
hsa-miR-1260a,675,1.29106812,0.584731981
hsa-miR-126-5p,666.5,1.274810225,0.52869333
hsa-miR-126-3p,493.5,0.943914248,-0.611858033
hsa-miR-125b-5p,738.5,1.412524158,1.003373666
hsa-miR-125b-2-3p,482.5,0.922874619,-0.68437864
hsa-miR-125b-1-3p,528,1.009902174,-0.384407039
hsa-miR-125a-5p,692.5,1.324540256,0.700105673
hsa-miR-125a-3p,581,1.11127493,-0.034989569
hsa-miR-1259  Not in mirbase v21.0,NA,NA,NA
hsa-miR-1258,665.5,1.272897531,0.522100547
hsa-miR-1257,443,0.847323225,-0.944793547
hsa-miR-1256,446,0.853061306,-0.925015199
hsa-miR-1255b-5p,699.5,1.337929111,0.746255151
hsa-miR-1255b-2-3p,610,1.166743042,0.156201122
hsa-miR-1255a,821,1.570321372,1.547278218
hsa-miR-1254,531,1.015640254,-0.364628691
hsa-miR-1253,536.5,1.026160069,-0.328368388
hsa-miR-1252,713.5,1.36470682,0.838554105
hsa-miR-1251,642,1.227949234,0.36717016
hsa-miR-1250,549,1.050068737,-0.245958607
hsa-miR-1249,725.5,1.387659142,0.917667494
hsa-miR-1248,908,1.736725708,2.12085029
hsa-miR-1247-5p,815,1.558845211,1.507721523
hsa-miR-1247-3p,832,1.591361001,1.619798825
hsa-miR-1246,712.5,1.362794126,0.831961322
hsa-miR-1245b-5p,507.5,0.970691957,-0.519559079
hsa-miR-1245b-3p,462.5,0.884620749,-0.816234289
hsa-miR-1245a,412.5,0.788986073,-1.145873411
hsa-miR-1244,438.5,0.838716104,-0.974461068
hsa-miR-1243,497.5,0.951565022,-0.585486903
hsa-miR-124-5p,499,0.954434062,-0.57559773
hsa-miR-124-3p,340.5,0.65127214,-1.620553747
hsa-miR-1238-5p,786,1.503377099,1.316530832
hsa-miR-1238-3p,442,0.845410532,-0.951386329
hsa-miR-1237-5p,664,1.270028491,0.512211374
hsa-miR-1237-3p,674.5,1.290111773,0.581435589
hsa-miR-1236-5p,569.5,1.089278954,-0.110806567
hsa-miR-1236-3p,557.5,1.066326632,-0.189919957
hsa-miR-1234-5p,881.5,1.68603933,1.946141556
hsa-miR-1234-3p,605.5,1.158135921,0.126533601
hsa-miR-1233-3p,701.5,1.341754498,0.759440715
hsa-miR-1233-1-5p,597.5,1.142834373,0.073791341
hsa-miR-1231,546.5,1.045287004,-0.262440564
hsa-miR-1229-5p,713,1.363750473,0.835257714
hsa-miR-1229-3p,702.5,1.343667191,0.766033498
hsa-miR-1228-5p,732.5,1.401047997,0.963816971
hsa-miR-1228-3p,605.5,1.158135921,0.126533601
hsa-miR-1227-5p,769,1.47086131,1.204453531
hsa-miR-1227-3p,1012.5,1.93660218,2.809796056
hsa-miR-1226-5p,709.5,1.357056046,0.812182975
hsa-miR-1226-3p,793,1.516765954,1.362680309
hsa-miR-1225-5p,829.5,1.586579267,1.603316868
hsa-miR-1225-3p,812,1.553107131,1.487943176
hsa-miR-1224-5p,689,1.317845829,0.677030935
hsa-miR-1224-3p,925,1.769241497,2.232927592
hsa-miR-122-5p,586.5,1.121794744,0.001270734
hsa-miR-122-3p,590,1.128489171,0.024345473
hsa-miR-1208,610.5,1.167699388,0.159497513
hsa-miR-1207-5p,593.5,1.135183599,0.047420211
hsa-miR-1207-3p,422,0.807156662,-1.083241978
hsa-miR-1206,639,1.222211153,0.347391813
hsa-miR-1205,454.5,0.869319201,-0.868976549
hsa-miR-1204,530.5,1.014683907,-0.367925083
hsa-miR-1203,581,1.11127493,-0.034989569
hsa-miR-1202,763.5,1.460341495,1.168193227
hsa-miR-1201  Not in mirbase v21.0,NA,NA,NA
hsa-miR-1200,401.5,0.767946445,-1.218394018
hsa-miR-1197,784,1.499551712,1.303345267
hsa-miR-1193,465,0.889402483,-0.799752333
hsa-miR-1185-5p,638.5,1.221254807,0.344095421
hsa-miR-1185-2-3p,555.5,1.062501245,-0.203105522
hsa-miR-1185-1-3p,509.5,0.974517344,-0.506373514
hsa-miR-1184,535,1.023291028,-0.338257562
hsa-miR-1183,528,1.009902174,-0.384407039
hsa-miR-1182,635,1.214560379,0.321020683
hsa-miR-1181,804.5,1.538761929,1.438497307
hsa-miR-1180,424.5,0.811938395,-1.066760022
hsa-miR-1179,532,1.017552948,-0.358035909
hsa-miR-1178-5p,644,1.231774621,0.380355725
hsa-miR-1178-3p,544,1.04050527,-0.27892252
hsa-miR-10b-5p,543.5,1.039548923,-0.282218911
hsa-miR-10b-3p,475.5,0.909485764,-0.730528117
hsa-miR-10a-5p,519,0.992687932,-0.443742081
hsa-miR-10a-3p,460,0.879839015,-0.832716245
hsa-miR-107,456,0.872188241,-0.859087375
hsa-miR-106b-5p,1040.5,1.990157598,2.994393964
hsa-miR-106b-3p,566,1.082584527,-0.133881306
hsa-miR-106a-5p,956,1.828534996,2.437303848
