% GOterm	enrichment_P-value
GO:0030522	6.41536040375213e-05
GO:0030518	0.000288056262350584
GO:0043524	0.000510777490917877
GO:0043401	0.000799631811057694
GO:0003012	0.000970023605227722
GO:0048545	0.00110630190753771
GO:0071383	0.00112276831059228
GO:1903312	0.0012001985306954
GO:0042921	0.00152798547090384
GO:0070934	0.00152798547090384
GO:0006446	0.00198666237836283
GO:0043523	0.00204362814355374
GO:0031958	0.00206319666810829
GO:0051099	0.0021558289139896
GO:0051402	0.00252452491467069
GO:0035338	0.00270151652001971
GO:0009755	0.00299963236407616
GO:0002637	0.00341888811573105
GO:0045191	0.00342012870722591
GO:0038095	0.00344896546203936
GO:1905145	0.00344896546203936
GO:0007254	0.00353067662879419
GO:0048821	0.00393890989091173
GO:0016074	0.00431093730987268
GO:1902018	0.00431093730987268
GO:0002639	0.00450845270326801
GO:1903725	0.00450845270326801
GO:0031330	0.00488841470885248
GO:0044057	0.00489813156372231
GO:0006413	0.00492171231027617
GO:0034390	0.00529223257589195
GO:0034391	0.00529223257589195
GO:1905144	0.00529223257589195
GO:0009611	0.00551929750211428
GO:0006936	0.00565025423680666
GO:0034446	0.00568581120123174
GO:0048024	0.00568581120123174
GO:1901031	0.00580849953821416
GO:0035567	0.00611296847886284
GO:0009070	0.00639709038940951
GO:0010042	0.00639709038940951
GO:1900120	0.00639709038940951
GO:0001889	0.00642284938306976
GO:0001952	0.00642284938306976
GO:0003158	0.00642284938306976
GO:0002712	0.00654316420219868
GO:0002889	0.00654316420219868
GO:0033574	0.00654316420219868
GO:0070252	0.00667481069374276
GO:0120032	0.00705421282886776
