% GOterm	enrichment_P-value
GO:0016266	0.000259709609296096
GO:0018342	0.000941508689717768
GO:0048875	0.000941508689717768
GO:0097354	0.000941508689717768
GO:0009100	0.0013058485667357
GO:0006605	0.00146652363406109
GO:0030502	0.00161739690976756
GO:0010759	0.00188134129667147
GO:0046058	0.00188134129667147
GO:0002690	0.00212514921734393
GO:0006493	0.0023547376586821
GO:0030595	0.00239885444667706
GO:1905523	0.00246613596285474
GO:0030324	0.00247173124245615
GO:0030323	0.00269950282503924
GO:0097529	0.00302511492429771
GO:0016239	0.00327714487376673
GO:0010758	0.00348296598849659
GO:2000434	0.00348296598849659
GO:0051310	0.00357589333885952
GO:0071621	0.00373131276094187
GO:0060541	0.00375520343325881
GO:0009187	0.00385845383064906
GO:0070168	0.00385845383064906
GO:0110150	0.00385845383064906
GO:0051640	0.00407867351570816
GO:0051656	0.00453542713247726
GO:0002688	0.00457017860514396
GO:0051303	0.00457017860514396
GO:0010573	0.00466322162838105
GO:0030279	0.00553858894088585
GO:0050000	0.00592307013209121
GO:0006486	0.00595023339691004
GO:0043413	0.00595023339691004
GO:0048246	0.00600233040226961
GO:0071634	0.00600233040226961
GO:0045116	0.00648322356238877
GO:0097530	0.00656870380407074
GO:0060428	0.00698110467863619
GO:0071604	0.00698110467863619
GO:1905521	0.00698110467863619
GO:0050921	0.00749259975328908
GO:0060326	0.00754724169572359
GO:0002687	0.00798197130232178
GO:0070085	0.00819179739580462
GO:0060249	0.00869833653672963
GO:0050680	0.00875077089051746
GO:0071622	0.00913927225526273
GO:0050673	0.00917739763608978
GO:0030218	0.00956171417175387
