% GOterm	enrichment_P-value
GO:0045332	0.00215938522168158
GO:0043244	0.00238901546674428
GO:0034204	0.00327542881098041
GO:0008611	0.00426083799104057
GO:0042451	0.00426083799104057
GO:0042455	0.00426083799104057
GO:0046129	0.00426083799104057
GO:0046504	0.00426083799104057
GO:0050951	0.00426083799104057
GO:0090026	0.00426083799104057
GO:0097384	0.00426083799104057
GO:1901503	0.00426083799104057
GO:0097035	0.00509231291954313
GO:0000727	0.00517371820653811
GO:0006525	0.00517371820653811
GO:0051303	0.00584317686930102
GO:0062149	0.00616799171266426
GO:0010639	0.00706000454496532
GO:0001833	0.00724196478748325
GO:0006662	0.00724196478748325
GO:0046485	0.00724196478748325
GO:0050000	0.00809134145420541
GO:0009065	0.00839396893684937
GO:0009163	0.00839396893684937
GO:0018904	0.00839396893684937
GO:0034404	0.00839396893684937
GO:0039535	0.00839396893684937
GO:0046128	0.00839396893684937
GO:0061337	0.00849132874697383
GO:0090025	0.00962236056661388
GO:1902036	0.00962236056661388
GO:0040020	0.0109255206587712
GO:0061952	0.0109255206587712
GO:0032984	0.0109688728954579
GO:0071868	0.0115691078166363
GO:0071870	0.0115691078166363
GO:1901880	0.0122518813590651
GO:0002082	0.0123018544514994
GO:0039531	0.0123018544514994
GO:0042278	0.0123018544514994
GO:1901659	0.0123018544514994
GO:0007059	0.0123755573233756
GO:0070265	0.0129573647030979
GO:0071867	0.0129573647030979
GO:0071869	0.0129573647030979
GO:0001832	0.0137497911230505
GO:0051480	0.0137497911230505
GO:0090201	0.0137497911230505
GO:0008406	0.0140277312619422
GO:0045137	0.0144230779512132
