% GOterm	enrichment_P-value
GO:0048012	0.00173460078944449
GO:0043687	0.00178236349549672
GO:0035269	0.002043079993581
GO:0090330	0.00351459727680665
GO:0035268	0.00394063195929719
GO:0050920	0.00451403240995147
GO:0045786	0.00479466230114523
GO:0000209	0.00489489733645067
GO:0035767	0.00535439308338053
GO:0036010	0.00535439308338053
GO:0018108	0.00605695479675614
GO:0018212	0.00628747070685954
GO:0019985	0.00640754684411281
GO:0030517	0.00640754684411281
GO:0034110	0.00640754684411281
GO:0014911	0.00754701046135606
GO:0045446	0.0079360307467088
GO:0010543	0.00814852622494186
GO:0150117	0.00814852622494186
GO:0010948	0.00924612655245487
GO:0006260	0.009872340246015
GO:0032103	0.009872340246015
GO:0007095	0.0100774570520188
GO:0051443	0.0100774570520188
GO:0097502	0.0100774570520188
GO:0050921	0.0103659381504261
GO:0046329	0.0107611408515529
GO:0051402	0.0111505220779413
GO:0002066	0.0114648052449742
GO:0071526	0.0114648052449742
GO:0003158	0.0117256934695464
GO:0050922	0.0121882291031805
GO:0071548	0.0121882291031805
GO:0006301	0.0129311929957153
GO:0043524	0.0135637327409771
GO:0000731	0.0136934791795499
GO:1901998	0.0136934791795499
GO:0050771	0.0144748715879328
GO:0050918	0.0144748715879328
GO:0045931	0.0151460996568802
GO:0046328	0.0163987220774577
GO:0006473	0.0169302550206664
GO:0034332	0.0169315504047409
GO:0099173	0.0172653186499754
GO:0031016	0.0177872401828445
GO:0032873	0.0177872401828445
GO:0070303	0.0177872401828445
GO:0000077	0.0190744490091344
GO:0033619	0.0204617900555012
GO:0044818	0.0204617900555012
