% GOterm	enrichment_P-value
GO:0007264	4.22562523708199e-05
GO:0007265	9.80501452515101e-05
GO:0051056	0.000146239121265286
GO:0071577	0.000170616072618184
GO:0006829	0.000278696642015982
GO:0071902	0.000321492180002966
GO:0014002	0.000347960754863512
GO:0042327	0.000866810453249294
GO:0045737	0.000887668650900166
GO:0045860	0.000928735366182056
GO:0006882	0.00104166803813615
GO:0055069	0.00104166803813615
GO:0071900	0.00114715214151975
GO:1904031	0.00121350449781376
GO:0033674	0.00133790583957041
GO:0007175	0.0015351421683708
GO:0001934	0.00161171740765623
GO:0044770	0.00161171740765623
GO:0010212	0.00165601244526018
GO:0051347	0.00169520493117235
GO:0001944	0.0017567695516743
GO:0045787	0.00178265676324506
GO:0007266	0.00204703340644621
GO:0090068	0.00212700623358052
GO:0001568	0.0023641585013435
GO:0045859	0.00317962588437684
GO:0044772	0.00382434780821373
GO:0036120	0.0040930638887754
GO:0072348	0.00414352214202307
GO:0046434	0.00436610094394929
GO:0009166	0.00450229775094487
GO:0009262	0.00457994055409762
GO:0019692	0.00457994055409762
GO:0001783	0.00479527072638388
GO:0050732	0.00554341416889906
GO:0036119	0.0055658374081029
GO:1901699	0.00572765925150741
GO:0000086	0.00581630715638155
GO:0071479	0.00595937935085549
GO:1901292	0.00595937935085549
GO:0046651	0.00625594814926848
GO:0009264	0.00640647232707617
GO:0046386	0.00640647232707617
GO:0006260	0.00653373718241774
GO:0000041	0.00680004932766086
GO:0007176	0.00731871848755368
GO:1905475	0.00760020791930577
GO:0035904	0.00785715323619644
GO:0043666	0.00785715323619644
GO:0032943	0.00787890803697337
