% GOterm	enrichment_P-value
GO:0048193	4.95002107322862e-05
GO:0007163	8.57189976516036e-05
GO:0010042	0.000171284606526115
GO:0030199	0.000240093472617521
GO:0031346	0.000314114276846157
GO:0016049	0.000351449327265105
GO:0021860	0.000386427203620889
GO:0030198	0.000425183935754927
GO:0043062	0.000438126275068876
GO:0045229	0.00046501729254147
GO:0006888	0.000473956341837359
GO:0001558	0.000544310603023006
GO:0071214	0.000639296904006305
GO:0104004	0.000639296904006305
GO:0060425	0.00065125510464671
GO:0021859	0.000656350327013365
GO:0120034	0.000678277250877852
GO:0016050	0.000889371950092246
GO:0008361	0.000896056710543046
GO:0030010	0.00100577695203484
GO:0010720	0.00106436337174376
GO:0044089	0.00108602213860073
GO:0022604	0.00109463900502983
GO:0048588	0.00119067025978946
GO:0034644	0.00124538649821285
GO:0071482	0.00133217761522069
GO:0048675	0.00146593419521581
GO:1905515	0.001706096798745
GO:0030516	0.0017564503543845
GO:1990138	0.00250960292200566
GO:0090114	0.00255766738854575
GO:0007266	0.00271965365026106
GO:0000041	0.00280295278547825
GO:0001667	0.00292318912202381
GO:0035313	0.00322680184182683
GO:0030032	0.00326482336932944
GO:1903829	0.0033648671523465
GO:0061387	0.00355573348631993
GO:0085029	0.00357324616684833
GO:0009101	0.0040555919630751
GO:0021884	0.0041563577457523
GO:0033628	0.00417096393211219
GO:0050772	0.00434292371974475
GO:0016032	0.00453246065880856
GO:0050769	0.00455215292595295
GO:0050687	0.00467584561854377
GO:0060560	0.00468167944712079
GO:0034332	0.00483277319219682
GO:1905710	0.00483277319219682
GO:0046916	0.00505930870787915
