% GOterm	enrichment_P-value
GO:0031032	2.81176352903881e-05
GO:1903902	3.73327295986015e-05
GO:0042060	3.81718438999088e-05
GO:0048010	3.83862113113586e-05
GO:0001667	5.27817233074631e-05
GO:0007265	6.2048528158642e-05
GO:0030168	6.77752776337954e-05
GO:0010631	9.40402257003004e-05
GO:0090132	0.000104013713919487
GO:0043550	0.000109842966660587
GO:0090130	0.000122710427895807
GO:2000641	0.000141281592508264
GO:0044403	0.000154695218339215
GO:0030100	0.000169090694910422
GO:0043551	0.000269641794587768
GO:0046578	0.000304823142348563
GO:0030038	0.000375358823472379
GO:0043149	0.000375358823472379
GO:0014066	0.000425385658608194
GO:0042451	0.000477862294285489
GO:0042455	0.000477862294285489
GO:0046129	0.000477862294285489
GO:0045765	0.000525366908347213
GO:0014065	0.000585819506745808
GO:0051954	0.000587406902230001
GO:0007264	0.000599106058716179
GO:1901342	0.000628875523346489
GO:0016266	0.00065590438340733
GO:0090148	0.00065590438340733
GO:0017156	0.000670300140531088
GO:0048488	0.000670300140531088
GO:0140238	0.000670300140531088
GO:1903649	0.000677358194356
GO:0009101	0.000680590276649172
GO:0051897	0.000721972107501961
GO:0048017	0.000782999231859897
GO:0032970	0.000796458055800532
GO:0044000	0.000817069874879329
GO:0034599	0.000822609453326944
GO:0070301	0.000834164211644115
GO:1900407	0.000834164211644115
GO:0045766	0.00100623405014616
GO:1904018	0.00100623405014616
GO:0070527	0.00107110321712297
GO:1903829	0.0010841420390754
GO:0044089	0.00108456198720927
GO:0090287	0.00110055056990064
GO:0051017	0.00114032225174814
GO:0043094	0.00120806890178943
GO:0042542	0.00122673022099349
