ID,Total_Cell_Count,MCavg_Norm_Cell_Count,MCavg_Norm_Proliferative,Categories
hsa-miR-3609,621.5,1.188739017,0.656256746,Neutral
hsa-miR-3129-3p,415,0.793767807,0.663164712,Neutral
hsa-miR-5089-3p,448.5,0.85784304,0.663164712,Neutral
hsa-miR-4777-3p,477.5,0.913311151,0.663164712,Neutral
hsa-miR-1277-5p,540.5,1.033810843,0.663164712,Neutral
hsa-miR-635,589.5,1.127532825,0.663164712,Neutral
hsa-miR-3909,614.5,1.175350162,0.663164712,Neutral
hsa-miR-6084,447.5,0.855930346,0.670072677,Neutral
hsa-miR-1323,560,1.071108366,0.670072677,Neutral
hsa-miR-5195-3p,569.5,1.089278954,0.670072677,Neutral
hsa-miR-3929,580.5,1.110318583,0.670072677,Neutral
hsa-miR-4291,582.5,1.11414397,0.670072677,Neutral
hsa-miR-217,614.5,1.175350162,0.670072677,Neutral
hsa-miR-3186-5p,658.5,1.259508677,0.670072677,Neutral
hsa-miR-4793-3p,487,0.93148174,0.676980643,Neutral
hsa-miR-5191,508.5,0.97260465,0.676980643,Neutral
hsa-miR-4517,541.5,1.035723536,0.676980643,Neutral
hsa-miR-148a-5p,552,1.055806818,0.676980643,Neutral
hsa-miR-5590-3p,555.5,1.062501245,0.676980643,Neutral
hsa-miR-769-3p,559.5,1.070152019,0.676980643,Neutral
hsa-miR-1299,570.5,1.091191648,0.676980643,Neutral
hsa-miR-6721-5p,350,0.669442729,0.683888609,Neutral
hsa-miR-4774-5p,455,0.870275547,0.683888609,Neutral
hsa-miR-135b-3p,600.5,1.148572453,0.683888609,Neutral
hsa-miR-652-5p,474,0.906616724,0.690796575,Neutral
hsa-miR-497-3p,486,0.929569046,0.690796575,Neutral
hsa-miR-4789-5p,501.5,0.959215796,0.690796575,Neutral
hsa-miR-1253,536.5,1.026160069,0.690796575,Neutral
hsa-miR-892a,575,1.099798769,0.690796575,Neutral
hsa-miR-3944-5p,595.5,1.139008986,0.690796575,Neutral
hsa-miR-5007-5p,483.5,0.924787312,0.69770454,Neutral
hsa-miR-5006-3p,529.5,1.012771214,0.69770454,Neutral
hsa-miR-4660,538,1.029029109,0.69770454,Neutral
hsa-miR-3150a-3p,547,1.04624335,0.69770454,Neutral
hsa-miR-1285-3p,590.5,1.129445518,0.69770454,Neutral
hsa-miR-589-3p,623,1.191608057,0.69770454,Neutral
hsa-miR-4689,633,1.210734992,0.69770454,Neutral
hsa-miR-4706,673,1.287242733,0.69770454,Neutral
hsa-miR-4309,525.5,1.00512044,0.704612506,Neutral
hsa-miR-4474-3p,544,1.04050527,0.704612506,Neutral
hsa-miR-378i,568.5,1.087366261,0.704612506,Neutral
hsa-miR-370,582.5,1.11414397,0.704612506,Neutral
hsa-miR-549a,589,1.126576478,0.704612506,Neutral
hsa-miR-409-3p,492,0.941045207,0.711520472,Neutral
hsa-miR-500b,531,1.015640254,0.711520472,Neutral
hsa-miR-4470,557,1.065370285,0.711520472,Neutral
hsa-miR-4433-3p,570,1.090235301,0.711520472,Neutral
hsa-miR-384,573,1.095973382,0.711520472,Neutral
hsa-miR-551b-5p,400.5,0.766033751,0.718428438,Neutral
hsa-miR-5697,446.5,0.854017653,0.718428438,Neutral
hsa-miR-4429,483.5,0.924787312,0.718428438,Neutral
hsa-miR-378c,537,1.027116415,0.718428438,Neutral
hsa-miR-188-3p,612.5,1.171524775,0.718428438,Neutral
hsa-miR-425-3p,637,1.218385766,0.718428438,Neutral
hsa-miR-3155b,453,0.86645016,0.725336403,Neutral
hsa-miR-561-3p,507,0.96973561,0.725336403,Neutral
hsa-miR-1207-5p,593.5,1.135183599,0.725336403,Neutral
hsa-miR-620,522.5,0.999382359,0.732244369,Neutral
hsa-miR-583,574.5,1.098842422,0.732244369,Neutral
hsa-miR-588,578,1.105536849,0.732244369,Neutral
hsa-miR-4710,630,1.204996912,0.732244369,Neutral
hsa-miR-548at-3p,412,0.788029726,0.739152335,Neutral
hsa-miR-1343,478.5,0.915223845,0.739152335,Neutral
hsa-miR-539-3p,525.5,1.00512044,0.739152335,Neutral
hsa-miR-205-3p,552.5,1.056763165,0.739152335,Neutral
hsa-miR-378e,583,1.115100317,0.739152335,Neutral
hsa-let-7i-5p,443.5,0.848279572,0.746060301,Neutral
hsa-miR-196b-3p,481,0.920005579,0.746060301,Neutral
hsa-miR-5001-3p,506.5,0.968779263,0.746060301,Neutral
hsa-miR-569,532,1.017552948,0.746060301,Neutral
hsa-miR-3618,556.5,1.064413939,0.752968266,Neutral
hsa-miR-938,569.5,1.089278954,0.752968266,Neutral
hsa-miR-378a-3p,587,1.122751091,0.752968266,Neutral
hsa-miR-338-5p,622.5,1.19065171,0.752968266,Neutral
hsa-miR-423-3p,749.5,1.433563786,0.752968266,Neutral
hsa-miR-378j,367,0.701958518,0.759876232,Neutral
hsa-miR-5087,536.5,1.026160069,0.759876232,Neutral
hsa-miR-99b-5p,557.5,1.066326632,0.759876232,Neutral
hsa-miR-5194,679.5,1.299675241,0.759876232,Neutral
hsa-miR-4520b-3p,515,0.985037158,0.766784198,Neutral
hsa-miR-5002-3p,551.5,1.054850471,0.766784198,Neutral
hsa-miR-3167,592,1.132314558,0.766784198,Neutral
hsa-miR-548y,466.5,0.892271523,0.773692164,Neutral
hsa-miR-3193,519.5,0.993644279,0.773692164,Neutral
hsa-miR-19b-2-5p,491,0.939132514,0.780600129,Neutral
hsa-miR-1282,545.5,1.04337431,0.787508095,Neutral
hsa-miR-105-3p,557,1.065370285,0.787508095,Neutral
hsa-miR-3922-3p,589.5,1.127532825,0.787508095,Neutral
hsa-miR-3689d,598.5,1.144747066,0.787508095,Neutral
hsa-miR-4680-3p,440.5,0.842541491,0.794416061,Neutral
hsa-miR-4657,516.5,0.987906198,0.794416061,Neutral
hsa-miR-380-3p,613,1.172481122,0.794416061,Neutral
hsa-miR-379-3p,635.5,1.215516726,0.794416061,Neutral
hsa-miR-4708-5p,541.5,1.035723536,0.801324027,Neutral
hsa-miR-6511a-5p,545.5,1.04337431,0.801324027,Neutral
hsa-miR-4279,591.5,1.131358212,0.801324027,Neutral
hsa-let-7g-5p,532.5,1.018509294,0.808231992,Neutral
hsa-miR-1302,596,1.139965332,0.808231992,Neutral
hsa-miR-4447,596.5,1.140921679,0.808231992,Neutral
hsa-miR-1185-2-3p,555.5,1.062501245,0.815139958,Neutral
hsa-miR-4278,558.5,1.068239326,0.815139958,Neutral
hsa-miR-619,559.5,1.070152019,0.815139958,Neutral
hsa-miR-187-5p,560,1.071108366,0.815139958,Neutral
hsa-miR-501-5p,473.5,0.905660377,0.822047924,Neutral
hsa-miR-4746-5p,547,1.04624335,0.822047924,Neutral
hsa-let-7e-3p,578.5,1.106493196,0.822047924,Neutral
hsa-miR-1290,595,1.138052639,0.822047924,Neutral
hsa-miR-361-3p,635,1.214560379,0.822047924,Neutral
hsa-miR-4650-3p,499.5,0.955390409,0.82895589,Neutral
hsa-miR-6072,567.5,1.085453567,0.82895589,Neutral
hsa-miR-651-5p,588.5,1.125620131,0.82895589,Neutral
hsa-miR-675-3p,602.5,1.15239784,0.82895589,Neutral
hsa-miR-4321,627,1.199258831,0.82895589,Neutral
hsa-miR-99a-5p,548.5,1.049112391,0.835863855,Neutral
hsa-miR-4448,551.5,1.054850471,0.835863855,Neutral
hsa-miR-4444,638,1.22029846,0.835863855,Neutral
hsa-miR-483-3p,508,0.971648303,0.842771821,Neutral
hsa-miR-4673,532.5,1.018509294,0.842771821,Neutral
hsa-miR-140-5p,598.5,1.144747066,0.842771821,Neutral
hsa-miR-4687-3p,627.5,1.200215178,0.842771821,Neutral
hsa-miR-4725-3p,641,1.22603654,0.842771821,Neutral
hsa-miR-1272,543,1.038592576,0.849679787,Neutral
hsa-miR-369-5p,558.5,1.068239326,0.849679787,Neutral
hsa-miR-335-3p,651.5,1.246119822,0.849679787,Neutral
hsa-miR-4305,467.5,0.894184216,0.856587753,Neutral
hsa-miR-6716-5p,603.5,1.154310534,0.856587753,Neutral
hsa-miR-4762-5p,405.5,0.775597219,0.863495718,Neutral
hsa-miR-4799-5p,502.5,0.961128489,0.863495718,Neutral
hsa-miR-4771,522.5,0.999382359,0.863495718,Neutral
hsa-miR-621,527.5,1.008945827,0.863495718,Neutral
hsa-miR-4284,497,0.950608675,0.870403684,Neutral
hsa-miR-10a-5p,519,0.992687932,0.870403684,Neutral
hsa-miR-490-5p,659,1.260465024,0.870403684,Neutral
hsa-miR-4756-3p,518,0.990775239,0.87731165,Neutral
hsa-let-7d-5p,584.5,1.117969357,0.87731165,Neutral
hsa-miR-548h-3p,501.5,0.959215796,0.884219616,Neutral
hsa-miR-10b-5p,543.5,1.039548923,0.884219616,Neutral
hsa-miR-548j-5p,580.5,1.110318583,0.884219616,Neutral
hsa-miR-4709-5p,629.5,1.204040565,0.884219616,Neutral
hsa-miR-299-5p,685.5,1.311151402,0.884219616,Neutral
hsa-miR-5680,462,0.883664402,0.891127581,Neutral
hsa-miR-451b,490,0.93721982,0.891127581,Neutral
hsa-miR-6503-3p,492,0.941045207,0.891127581,Neutral
hsa-miR-99a-3p,553.5,1.058675858,0.891127581,Neutral
hsa-miR-200a-3p,565.5,1.08162818,0.891127581,Neutral
MC4,504.3125,0.964595246,0.897172051,Neutral
hsa-miR-448,529,1.011814867,0.898035547,Neutral
hsa-miR-141-3p,568.5,1.087366261,0.898035547,Neutral
hsa-miR-181a-3p,633,1.210734992,0.898035547,Neutral
hsa-miR-4734,660,1.262377717,0.898035547,Neutral
hsa-miR-146b-3p,711,1.359925086,0.898035547,Neutral
hsa-miR-6085,430,0.82245821,0.904943513,Neutral
hsa-miR-3137,525.5,1.00512044,0.904943513,Neutral
hsa-miR-656-3p,575,1.099798769,0.904943513,Neutral
hsa-miR-4704-5p,588.5,1.125620131,0.904943513,Neutral
hsa-miR-658,598,1.143790719,0.904943513,Neutral
hsa-miR-660-3p,619,1.183957283,0.904943513,Neutral
hsa-miR-5588-3p,641,1.22603654,0.904943513,Neutral
hsa-miR-4699-5p,738.5,1.412524158,0.904943513,Neutral
hsa-miR-4327,538,1.029029109,0.911851479,Neutral
hsa-miR-606,538.5,1.029985456,0.911851479,Neutral
hsa-miR-4464,567.5,1.085453567,0.911851479,Neutral
hsa-miR-767-5p,583,1.115100317,0.911851479,Neutral
hsa-miR-3671,493.5,0.943914248,0.918759444,Neutral
hsa-miR-1231,546.5,1.045287004,0.918759444,Neutral
hsa-miR-4651,547,1.04624335,0.918759444,Neutral
hsa-let-7f-5p,558.5,1.068239326,0.918759444,Neutral
hsa-miR-1911-3p,571.5,1.093104341,0.918759444,Neutral
hsa-miR-18b-5p,572.5,1.095017035,0.918759444,Neutral
hsa-miR-320d,601,1.1495288,0.918759444,Neutral
hsa-miR-3145-3p,518.5,0.991731585,0.92566741,Neutral
hsa-miR-3117-3p,553,1.057719511,0.92566741,Neutral
hsa-miR-5187-3p,485,0.927656353,0.939483342,Neutral
hsa-let-7c-5p,550,1.051981431,0.939483342,Neutral
hsa-miR-28-3p,568.5,1.087366261,0.939483342,Neutral
hsa-miR-1304-3p,583,1.115100317,0.939483342,Neutral
hsa-miR-3668,632.5,1.209778646,0.939483342,Neutral
hsa-miR-125b-1-3p,528,1.009902174,0.946391307,Neutral
hsa-miR-939-3p,554.5,1.060588552,0.946391307,Neutral
hsa-miR-598,627.5,1.200215178,0.946391307,Neutral
hsa-miR-1179,532,1.017552948,0.953299273,Neutral
hsa-miR-4669,544.5,1.041461617,0.953299273,Neutral
hsa-miR-1236-3p,557.5,1.066326632,0.953299273,Neutral
hsa-miR-335-5p,570.5,1.091191648,0.953299273,Neutral
hsa-miR-548al,581,1.11127493,0.953299273,Neutral
hsa-miR-4755-5p,526,1.006076787,0.960207239,Neutral
hsa-miR-4500,520,0.994600626,0.967115205,Neutral
hsa-miR-338-3p,561,1.07302106,0.967115205,Neutral
hsa-miR-29b-2-5p,565.5,1.08162818,0.967115205,Neutral
hsa-miR-4676-5p,582,1.113187623,0.967115205,Neutral
hsa-miR-4461,695,1.32932199,0.967115205,Neutral
hsa-miR-1183,528,1.009902174,0.97402317,Neutral
hsa-miR-522-3p,582,1.113187623,0.97402317,Neutral
hsa-miR-4733-5p,629.5,1.204040565,0.97402317,Neutral
hsa-miR-505-3p,708,1.354187006,0.97402317,Neutral
hsa-miR-1184,535,1.023291028,0.980931136,Neutral
hsa-miR-5696,584.5,1.117969357,0.980931136,Neutral
hsa-miR-548ar-3p,435.5,0.832978024,0.987839102,Neutral
hsa-miR-600,555.5,1.062501245,0.987839102,Neutral
hsa-miR-1286,571.5,1.093104341,0.987839102,Neutral
hsa-miR-4670-5p,598.5,1.144747066,0.987839102,Neutral
hsa-miR-361-5p,628,1.201171525,0.987839102,Neutral
hsa-miR-6504-5p,473.5,0.905660377,0.994747068,Neutral
hsa-miR-6507-3p,537,1.027116415,0.994747068,Neutral
hsa-miR-3924,561.5,1.073977406,0.994747068,Neutral
hsa-miR-301a-5p,585.5,1.119882051,0.994747068,Neutral
hsa-miR-3605-3p,590.5,1.129445518,0.994747068,Neutral
hsa-miR-3143,597.5,1.142834373,0.994747068,Neutral
hsa-miR-5004-5p,598,1.143790719,0.994747068,Neutral
hsa-miR-587,636,1.216473073,0.994747068,Neutral
hsa-miR-6127,520.5,0.995556972,1.001655033,Neutral
hsa-let-7a-5p,607,1.161004961,1.001655033,Neutral
hsa-miR-1185-1-3p,509.5,0.974517344,1.008562999,Neutral
hsa-miR-924,553,1.057719511,1.008562999,Neutral
hsa-miR-378h,582,1.113187623,1.008562999,Neutral
hsa-miR-548i,597,1.141878026,1.008562999,Neutral
hsa-miR-3651,645.5,1.234643661,1.008562999,Neutral
hsa-miR-519e-3p,742,1.419218585,1.008562999,Neutral
hsa-miR-4773,464,0.887489789,1.015470965,Neutral
hsa-miR-6070,465,0.889402483,1.015470965,Neutral
hsa-miR-1911-5p,539,1.030941802,1.015470965,Neutral
hsa-miR-513a-5p,586,1.120838397,1.015470965,Neutral
hsa-miR-4696,592.5,1.133270905,1.015470965,Neutral
hsa-let-7e-5p,546,1.044330657,1.022378931,Neutral
hsa-miR-524-5p,562,1.074933753,1.022378931,Neutral
hsa-miR-122-5p,586.5,1.121794744,1.022378931,Neutral
hsa-miR-4742-3p,611,1.168655735,1.022378931,Neutral
hsa-miR-26a-5p,679,1.298718894,1.022378931,Neutral
hsa-miR-376c-5p,700,1.338885458,1.022378931,Neutral
hsa-miR-6507-5p,430,0.82245821,1.029286896,Neutral
hsa-miR-6509-5p,468.5,0.89609691,1.029286896,Neutral
hsa-miR-548aa,494,0.944870594,1.029286896,Neutral
hsa-miR-4537,599.5,1.14665976,1.029286896,Neutral
hsa-miR-296-3p,618.5,1.183000936,1.029286896,Neutral
hsa-miR-1303,651,1.245163476,1.029286896,Neutral
hsa-miR-3136-3p,471.5,0.90183499,1.036194862,Neutral
hsa-miR-5694,473.5,0.905660377,1.036194862,Neutral
hsa-miR-3660,509,0.973560997,1.036194862,Neutral
hsa-miR-3927-5p,499.5,0.955390409,1.043102828,Neutral
hsa-miR-27a-3p,526.5,1.007033133,1.043102828,Neutral
hsa-miR-5708,526.5,1.007033133,1.043102828,Neutral
hsa-miR-517-5p,600.5,1.148572453,1.043102828,Neutral
hsa-miR-892c-5p,470.5,0.899922297,1.050010794,Neutral
hsa-miR-629-3p,548,1.048156044,1.050010794,Neutral
hsa-miR-342-3p,583.5,1.116056664,1.050010794,Neutral
hsa-miR-5047,524.5,1.003207746,1.056918759,Neutral
hsa-miR-517c-3p,557,1.065370285,1.056918759,Neutral
hsa-miR-98-5p,564.5,1.079715487,1.056918759,Neutral
hsa-miR-4665-3p,619.5,1.18491363,1.056918759,Neutral
hsa-miR-4525,635.5,1.215516726,1.056918759,Neutral
hsa-miR-5197-3p,595,1.138052639,1.063826725,Neutral
hsa-miR-4477b,515,0.985037158,1.070734691,Neutral
hsa-miR-4294,547.5,1.047199697,1.070734691,Neutral
hsa-miR-4458,559.5,1.070152019,1.070734691,Neutral
hsa-miR-4795-5p,563,1.076846447,1.070734691,Neutral
hsa-miR-4800-5p,636,1.216473073,1.070734691,Neutral
hsa-miR-20b-3p,636.5,1.21742942,1.070734691,Neutral
hsa-miR-6515-5p,506,0.967822916,1.077642657,Neutral
hsa-miR-4668-3p,501,0.958259449,1.084550622,Neutral
hsa-miR-27b-3p,557.5,1.066326632,1.084550622,Neutral
hsa-miR-330-3p,651.5,1.246119822,1.084550622,Neutral
hsa-miR-876-5p,619.5,1.18491363,1.091458588,Neutral
hsa-miR-381-5p,637,1.218385766,1.091458588,Neutral
hsa-miR-4512,647,1.237512701,1.091458588,Neutral
hsa-miR-3606-3p,544,1.04050527,1.098366554,Neutral
hsa-miR-4320,642.5,1.228905581,1.098366554,Neutral
hsa-miR-6505-5p,477.5,0.913311151,1.10527452,Neutral
hsa-miR-4482-3p,492,0.941045207,1.10527452,Neutral
hsa-miR-659-5p,753,1.440258214,1.10527452,Neutral
hsa-miR-4434,506,0.967822916,1.112182485,Neutral
hsa-miR-4698,520.5,0.995556972,1.112182485,Neutral
hsa-miR-548b-5p,584,1.11701301,1.112182485,Neutral
hsa-miR-18a-5p,646.5,1.236556355,1.112182485,Neutral
hsa-miR-376a-2-5p,541.5,1.035723536,1.119090451,Neutral
hsa-miR-3917,594.5,1.137096292,1.119090451,Neutral
hsa-miR-1301,597,1.141878026,1.119090451,Neutral
hsa-miR-29b-1-5p,515.5,0.985993505,1.125998417,Neutral
hsa-miR-548h-5p,541.5,1.035723536,1.125998417,Neutral
hsa-miR-2681-5p,567,1.084497221,1.125998417,Neutral
hsa-miR-6075,603,1.153354187,1.125998417,Neutral
hsa-miR-517b-3p,604,1.15526688,1.132906383,Neutral
hsa-miR-592,662.5,1.267159451,1.132906383,Neutral
hsa-miR-216a-5p,563.5,1.077802793,1.139814348,Neutral
hsa-miR-4663,547,1.04624335,1.146722314,Neutral
hsa-miR-3680-5p,610,1.166743042,1.146722314,Neutral
hsa-miR-3196,663,1.268115798,1.146722314,Neutral
hsa-miR-4638-3p,702,1.342710845,1.146722314,Neutral
hsa-miR-3065-3p,729.5,1.395309916,1.146722314,Neutral
hsa-miR-590-5p,520,0.994600626,1.15363028,Neutral
hsa-miR-4707-3p,566,1.082584527,1.15363028,Neutral
hsa-miR-424-3p,591,1.130401865,1.160538246,Neutral
hsa-miR-626,672.5,1.286286386,1.160538246,Neutral
hsa-miR-548ap-3p,507.5,0.970691957,1.167446211,Neutral
hsa-miR-633,624.5,1.194477097,1.167446211,Neutral
hsa-miR-376b-5p,679.5,1.299675241,1.167446211,Neutral
hsa-miR-5581-3p,709.5,1.357056046,1.167446211,Neutral
hsa-miR-4788,552,1.055806818,1.174354177,Neutral
hsa-miR-6087,524,1.0022514,1.181262143,Neutral
hsa-miR-4691-5p,583,1.115100317,1.181262143,Neutral
hsa-miR-100-3p,518,0.990775239,1.188170109,Neutral
hsa-let-7b-5p,630.5,1.205953259,1.188170109,Neutral
hsa-miR-181c-5p,476,0.910442111,1.195078074,Neutral
hsa-miR-2054,521.5,0.997469666,1.195078074,Neutral
hsa-miR-4424,535.5,1.024247375,1.195078074,Neutral
hsa-miR-138-1-3p,570,1.090235301,1.195078074,Neutral
hsa-miR-4524a-3p,583,1.115100317,1.195078074,Neutral
hsa-miR-566,619.5,1.18491363,1.20198604,Neutral
hsa-miR-4798-5p,513,0.981211771,1.208894006,Neutral
hsa-miR-4457,549,1.050068737,1.208894006,Neutral
hsa-miR-3662,565.5,1.08162818,1.208894006,Neutral
hsa-miR-1266,600,1.147616106,1.208894006,Neutral
hsa-miR-3943,611,1.168655735,1.208894006,Neutral
hsa-miR-1251,642,1.227949234,1.208894006,Neutral
hsa-miR-3176,664,1.270028491,1.208894006,Neutral
hsa-miR-4695-5p,598,1.143790719,1.215801972,Neutral
hsa-miR-1273a,602.5,1.15239784,1.215801972,Neutral
hsa-miR-325,622,1.189695364,1.215801972,Neutral
hsa-miR-1539,667.5,1.276722918,1.215801972,Neutral
hsa-miR-4713-5p,483.5,0.924787312,1.222709937,Neutral
hsa-miR-3686,513,0.981211771,1.222709937,Neutral
hsa-miR-4800-3p,527,1.00798948,1.222709937,Neutral
hsa-miR-1324,558,1.067282979,1.222709937,Neutral
hsa-miR-105-5p,634,1.212647686,1.222709937,Neutral
hsa-miR-4533,556,1.063457592,1.229617903,Neutral
hsa-miR-3658,564,1.07875914,1.229617903,Neutral
hsa-miR-302f,592,1.132314558,1.229617903,Neutral
hsa-miR-599,592.5,1.133270905,1.229617903,Neutral
hsa-miR-3135a,699,1.336972764,1.229617903,Neutral
hsa-miR-561-5p,648,1.239425395,1.236525869,Neutral
hsa-miR-595,682,1.304456974,1.236525869,Neutral
hsa-miR-574-5p,563,1.076846447,1.243433835,Neutral
hsa-miR-548e,562.5,1.0758901,1.2503418,Neutral
hsa-miR-885-5p,638,1.22029846,1.2503418,Neutral
hsa-miR-874,695.5,1.330278337,1.2503418,Neutral
hsa-miR-3150b-5p,716.5,1.3704449,1.2503418,Neutral
hsa-miR-2355-3p,726,1.388615489,1.2503418,Neutral
hsa-miR-4763-3p,547,1.04624335,1.257249766,Neutral
hsa-miR-4528,565,1.080671834,1.257249766,Neutral
hsa-miR-6510-3p,611.5,1.169612082,1.257249766,Neutral
hsa-miR-376c-3p,624,1.193520751,1.257249766,Neutral
hsa-miR-554,627.5,1.200215178,1.257249766,Neutral
hsa-miR-505-5p,631.5,1.207865952,1.257249766,Neutral
hsa-miR-3121-3p,636.5,1.21742942,1.257249766,Neutral
hsa-miR-1258,665.5,1.272897531,1.257249766,Neutral
hsa-miR-3664-3p,510,0.97547369,1.264157732,Neutral
hsa-miR-548q,592.5,1.133270905,1.264157732,Neutral
hsa-miR-6078,615.5,1.177262856,1.264157732,Neutral
hsa-miR-4729,639.5,1.2231675,1.264157732,Neutral
hsa-miR-4676-3p,726,1.388615489,1.264157732,Neutral
hsa-miR-4759,521,0.996513319,1.271065698,Neutral
hsa-miR-548-3p,549.6666667,1.051343866,1.271065698,Neutral
hsa-miR-4423-5p,678.5,1.297762547,1.271065698,Neutral
hsa-miR-548aj-5p,519.5,0.993644279,1.277973663,Neutral
hsa-miR-4521,541,1.034767189,1.277973663,Neutral
hsa-miR-191-5p,560.5,1.072064713,1.277973663,Neutral
hsa-miR-153,581.5,1.112231277,1.277973663,Neutral
hsa-miR-4446-3p,480,0.918092885,1.284881629,Neutral
hsa-miR-26a-1-3p,493.5,0.943914248,1.284881629,Neutral
hsa-miR-3655,542,1.036679883,1.284881629,Neutral
hsa-miR-653-5p,655.5,1.253770596,1.284881629,Neutral
hsa-miR-4253,708.5,1.355143352,1.284881629,Neutral
hsa-miR-378f,584,1.11701301,1.291789595,Neutral
hsa-miR-642b-5p,595,1.138052639,1.291789595,Neutral
hsa-miR-516b-3p,650.5,1.244207129,1.291789595,Neutral
hsa-miR-548x-5p,448,0.856886693,1.298697561,Neutral
hsa-miR-627,551.5,1.054850471,1.298697561,Neutral
hsa-miR-374b-5p,640.5,1.225080194,1.298697561,Neutral
hsa-miR-371a-5p,648,1.239425395,1.298697561,Neutral
hsa-miR-3198,673.5,1.288199079,1.298697561,Neutral
hsa-miR-3663-3p,694.5,1.328365643,1.298697561,Neutral
hsa-miR-130b-3p,734.5,1.404873384,1.298697561,Neutral
hsa-miR-4513,605.5,1.158135921,1.305605526,Neutral
MC1,669.9166667,1.281345261,1.308771677,Neutral
hsa-miR-5090,578.5,1.106493196,1.312513492,Neutral
hsa-miR-517a-3p,592,1.132314558,1.312513492,Neutral
hsa-miR-4662a-3p,632.5,1.209778646,1.312513492,Neutral
hsa-miR-4781-3p,493,0.942957901,1.326329423,Neutral
hsa-miR-5692a,557.5,1.066326632,1.333237389,Neutral
hsa-miR-100-5p,566.5,1.083540874,1.333237389,Neutral
hsa-miR-6724-5p,574.5,1.098842422,1.333237389,Neutral
hsa-miR-130a-3p,762.5,1.458428802,1.333237389,Neutral
hsa-miR-4292,535,1.023291028,1.340145355,Neutral
hsa-miR-3607-5p,596,1.139965332,1.340145355,Neutral
hsa-miR-4282,662.5,1.267159451,1.340145355,Neutral
hsa-miR-194-5p,542,1.036679883,1.347053321,Neutral
hsa-miR-548g-5p,456,0.872188241,1.353961286,Neutral
hsa-miR-548z,561,1.07302106,1.353961286,Neutral
hsa-miR-485-3p,669,1.279591959,1.353961286,Neutral
hsa-miR-889,683.5,1.307326015,1.353961286,Neutral
hsa-miR-4526,521.5,0.997469666,1.360869252,Neutral
hsa-miR-3940-5p,707.5,1.353230659,1.360869252,Neutral
hsa-miR-4735-3p,544.5,1.041461617,1.367777218,Neutral
hsa-miR-4662b,598,1.143790719,1.367777218,Neutral
hsa-miR-4739,621.5,1.188739017,1.367777218,Neutral
hsa-miR-1206,639,1.222211153,1.367777218,Neutral
hsa-miR-3945,670,1.281504652,1.367777218,Neutral
hsa-miR-483-5p,596,1.139965332,1.374685184,Neutral
hsa-miR-548l,653,1.248988863,1.374685184,Neutral
hsa-miR-657,711,1.359925086,1.374685184,Neutral
hsa-miR-450a-3p,572,1.094060688,1.381593149,Neutral
hsa-miR-532-3p,619.5,1.18491363,1.381593149,Neutral
hsa-miR-378d,642,1.227949234,1.381593149,Neutral
hsa-miR-18a-3p,657,1.256639637,1.381593149,Neutral
hsa-miR-6719-3p,374.5,0.71630372,1.388501115,Neutral
hsa-miR-556-5p,562,1.074933753,1.388501115,Neutral
hsa-miR-4685-5p,602,1.151441493,1.388501115,Neutral
hsa-miR-26b-5p,651.5,1.246119822,1.388501115,Neutral
hsa-miR-4731-3p,545,1.042417963,1.395409081,Neutral
hsa-miR-320e,610,1.166743042,1.395409081,Neutral
hsa-miR-150-3p,716.5,1.3704449,1.395409081,Neutral
hsa-miR-6086,570,1.090235301,1.402317047,Neutral
hsa-miR-548d-3p,585,1.118925704,1.402317047,Neutral
hsa-miR-379-5p,634,1.212647686,1.416132978,Neutral
hsa-miR-515-5p,669,1.279591959,1.416132978,Neutral
hsa-miR-4640-5p,688,1.315933135,1.416132978,Neutral
hsa-miR-2053,622,1.189695364,1.423040944,Neutral
hsa-miR-4471,685,1.310195055,1.423040944,Neutral
hsa-miR-190b,693,1.325496603,1.423040944,Neutral
hsa-miR-6503-5p,523,1.000338706,1.42994891,Neutral
hsa-miR-548ax,592,1.132314558,1.42994891,Neutral
hsa-miR-3121-5p,481.5,0.920961925,1.436856875,Neutral
hsa-miR-934,527,1.00798948,1.436856875,Neutral
hsa-miR-411-3p,633.5,1.211691339,1.436856875,Neutral
hsa-miR-1203,581,1.11127493,1.443764841,Neutral
hsa-miR-4687-5p,607,1.161004961,1.443764841,Neutral
hsa-miR-1973,700,1.338885458,1.443764841,Neutral
hsa-miR-3681-3p,716,1.369488554,1.443764841,Neutral
hsa-miR-3925-3p,599.5,1.14665976,1.450672807,Neutral
hsa-miR-5703,631,1.206909605,1.450672807,Neutral
hsa-miR-1264,655,1.25281425,1.457580773,Neutral
hsa-miR-4778-5p,496,0.948695981,1.464488738,Neutral
hsa-miR-5587-3p,513,0.981211771,1.464488738,Neutral
hsa-miR-6508-3p,545,1.042417963,1.464488738,Neutral
hsa-miR-374a-3p,589.5,1.127532825,1.464488738,Neutral
hsa-miR-761,620.5,1.186826323,1.464488738,Neutral
hsa-miR-4783-3p,661,1.264290411,1.464488738,Neutral
hsa-miR-3691-5p,707,1.352274312,1.464488738,Neutral
hsa-miR-4718,810.5,1.55023809,1.464488738,Neutral
hsa-miR-1234-3p,605.5,1.158135921,1.471396704,Neutral
hsa-miR-4646-3p,633,1.210734992,1.471396704,Neutral
hsa-miR-518c-5p,679,1.298718894,1.471396704,Neutral
hsa-miR-4330,684.5,1.309238708,1.471396704,Neutral
