ID,Total_Cell_Count,MCavg_Norm_Cell_Count,MCavg_Norm_Proliferative,Categories
hsa-miR-376b-3p,497.5,0.951565022,0.214146938,Anti
hsa-miR-377-5p,550.5,1.052937778,0.214146938,Anti
hsa-miR-203a,558,1.067282979,0.214146938,Anti
hsa-miR-603,433,0.82819629,0.221054904,Anti
hsa-miR-548at-5p,460,0.879839015,0.221054904,Anti
hsa-miR-329,465,0.889402483,0.221054904,Anti
hsa-miR-4540,468.5,0.89609691,0.221054904,Anti
hsa-miR-631,479.5,0.917136538,0.221054904,Anti
hsa-miR-4746-3p,576.5,1.102667809,0.221054904,Anti
hsa-miR-3926,584.5,1.117969357,0.221054904,Anti
hsa-miR-130b-5p,392.5,0.750732203,0.22796287,Anti
hsa-miR-4274,433,0.82819629,0.22796287,Anti
hsa-miR-573,442,0.845410532,0.22796287,Anti
hsa-miR-4425,444.5,0.850192266,0.22796287,Anti
hsa-miR-944,445.5,0.852104959,0.22796287,Anti
hsa-miR-32-3p,448.5,0.85784304,0.22796287,Anti
hsa-miR-2115-3p,457.5,0.875057281,0.22796287,Anti
hsa-miR-4797-3p,481,0.920005579,0.22796287,Anti
hsa-miR-6071,501.5,0.959215796,0.22796287,Anti
hsa-miR-4652-5p,529.5,1.012771214,0.22796287,Anti
hsa-miR-888-3p,554,1.059632205,0.22796287,Anti
hsa-miR-6722-5p,355.5,0.679962543,0.234870835,Anti
hsa-miR-3158-3p,429.5,0.821501863,0.234870835,Anti
hsa-miR-1972,431.5,0.82532725,0.234870835,Anti
hsa-miR-1193,465,0.889402483,0.234870835,Anti
hsa-miR-671-3p,467.5,0.894184216,0.234870835,Anti
hsa-miR-1321,482.5,0.922874619,0.234870835,Anti
hsa-miR-3910,483,0.923830966,0.234870835,Anti
hsa-miR-192-3p,506,0.967822916,0.234870835,Anti
hsa-miR-144-3p,516.5,0.987906198,0.234870835,Anti
hsa-miR-877-3p,543.5,1.039548923,0.234870835,Anti
hsa-miR-4529-3p,550,1.051981431,0.234870835,Anti
hsa-miR-30c-1-3p,553,1.057719511,0.234870835,Anti
hsa-miR-518e-5p,586.5,1.121794744,0.234870835,Anti
hsa-miR-5095,341,0.652228487,0.241778801,Anti
hsa-miR-3689c,484.5,0.926700006,0.241778801,Anti
hsa-miR-4504,494.5,0.945826941,0.241778801,Anti
hsa-miR-4659a-3p,495,0.946783288,0.241778801,Anti
hsa-miR-5091,533,1.019465641,0.241778801,Anti
hsa-miR-523-5p,538.5,1.029985456,0.241778801,Anti
hsa-miR-4531,582.5,1.11414397,0.241778801,Anti
hsa-miR-499b-5p,405.5,0.775597219,0.248686767,Anti
hsa-miR-4536-5p,427.5,0.817676476,0.248686767,Anti
hsa-miR-4436b-3p,446,0.853061306,0.248686767,Anti
hsa-miR-4677-3p,455,0.870275547,0.248686767,Anti
hsa-miR-3619-5p,469.5,0.898009603,0.248686767,Anti
hsa-miR-4514,487.5,0.932438086,0.248686767,Anti
hsa-miR-203b-3p,488,0.933394433,0.248686767,Anti
hsa-miR-3166,494,0.944870594,0.248686767,Anti
hsa-miR-4645-3p,496,0.948695981,0.248686767,Anti
hsa-miR-183-3p,503.5,0.963041183,0.248686767,Anti
hsa-miR-4638-5p,504,0.963997529,0.248686767,Anti
hsa-miR-1270,524,1.0022514,0.248686767,Anti
hsa-miR-185-5p,545,1.042417963,0.248686767,Anti
hsa-miR-433-3p,576,1.101711462,0.248686767,Anti
hsa-miR-1909-3p,631,1.206909605,0.248686767,Anti
hsa-miR-6723-5p,387.5,0.741168735,0.255594733,Anti
hsa-miR-5589-3p,437,0.835847064,0.255594733,Anti
hsa-miR-548an,439.5,0.840628798,0.255594733,Anti
hsa-miR-5100,443.5,0.848279572,0.255594733,Anti
hsa-miR-218-1-3p,467,0.89322787,0.255594733,Anti
hsa-miR-3915,470.5,0.899922297,0.255594733,Anti
hsa-miR-628-5p,473.5,0.905660377,0.255594733,Anti
hsa-miR-1976,476,0.910442111,0.255594733,Anti
hsa-miR-3614-5p,515.5,0.985993505,0.255594733,Anti
hsa-miR-299-3p,568,1.086409914,0.255594733,Anti
hsa-miR-3126-5p,447.5,0.855930346,0.262502698,Anti
hsa-miR-3667-3p,455.5,0.871231894,0.262502698,Anti
hsa-miR-6512-5p,468,0.895140563,0.262502698,Anti
hsa-miR-4261,490,0.93721982,0.262502698,Anti
hsa-miR-4473,517.5,0.989818892,0.262502698,Anti
hsa-miR-485-5p,529,1.011814867,0.262502698,Anti
hsa-miR-4649-3p,373.5,0.714391026,0.269410664,Anti
hsa-miR-4664-5p,409,0.782291646,0.269410664,Anti
hsa-miR-222-3p,430,0.82245821,0.269410664,Anti
hsa-miR-3673,432,0.826283597,0.269410664,Anti
hsa-miR-1243,497.5,0.951565022,0.269410664,Anti
hsa-miR-1288,534.5,1.022334682,0.269410664,Anti
hsa-miR-1178-3p,544,1.04050527,0.269410664,Anti
hsa-miR-509-5p,565,1.080671834,0.269410664,Anti
hsa-miR-4720-5p,429,0.820545516,0.27631863,Anti
hsa-miR-4768-3p,446,0.853061306,0.27631863,Anti
hsa-miR-6499-3p,470.5,0.899922297,0.27631863,Anti
hsa-miR-3689f,510,0.97547369,0.27631863,Anti
hsa-miR-647,516.5,0.987906198,0.27631863,Anti
hsa-miR-1322,531.5,1.016596601,0.27631863,Anti
hsa-miR-4731-5p,538.5,1.029985456,0.27631863,Anti
hsa-miR-214-3p,546,1.044330657,0.27631863,Anti
hsa-miR-522-5p,556,1.063457592,0.27631863,Anti
hsa-miR-3064-3p,601,1.1495288,0.27631863,Anti
hsa-miR-4288,632,1.208822299,0.27631863,Anti
hsa-miR-3202,429,0.820545516,0.283226596,Anti
hsa-miR-4639-5p,445.5,0.852104959,0.283226596,Anti
hsa-miR-1273e,511.5,0.978342731,0.283226596,Anti
hsa-miR-4268,417.5,0.798549541,0.290134561,Anti
hsa-miR-4650-5p,431.5,0.82532725,0.290134561,Anti
hsa-miR-5186,453.5,0.867406507,0.290134561,Anti
hsa-miR-3197,486.5,0.930525393,0.290134561,Anti
hsa-miR-524-3p,505,0.965910223,0.290134561,Anti
hsa-miR-1245b-5p,507.5,0.970691957,0.290134561,Anti
hsa-miR-562,524,1.0022514,0.290134561,Anti
hsa-miR-4804-5p,568,1.086409914,0.290134561,Anti
hsa-miR-802,490,0.93721982,0.297042527,Anti
hsa-miR-326,520.5,0.995556972,0.297042527,Anti
hsa-miR-21-3p,541,1.034767189,0.297042527,Anti
hsa-miR-4486,591.5,1.131358212,0.297042527,Anti
hsa-miR-6722-3p,327.5,0.626407125,0.303950493,Toxic
hsa-miR-5588-5p,404,0.772728178,0.303950493,Anti
hsa-miR-550b-3p,453.5,0.867406507,0.303950493,Anti
hsa-miR-1245b-3p,462.5,0.884620749,0.303950493,Anti
hsa-miR-200b-3p,465.5,0.890358829,0.303950493,Anti
hsa-miR-596,474.5,0.907573071,0.303950493,Anti
hsa-miR-133b,521,0.996513319,0.303950493,Anti
hsa-miR-3944-3p,543,1.038592576,0.303950493,Anti
hsa-miR-4764-5p,368,0.703871212,0.310858459,Anti
hsa-miR-3186-3p,429,0.820545516,0.310858459,Anti
hsa-miR-377-3p,441.5,0.844454185,0.310858459,Anti
hsa-miR-3665,502.5,0.961128489,0.310858459,Anti
hsa-miR-4712-5p,525,1.004164093,0.310858459,Anti
hsa-miR-6506-3p,384,0.734474308,0.317766424,Anti
hsa-miR-4426,393,0.75168855,0.317766424,Anti
hsa-miR-548az-3p,395,0.755513937,0.317766424,Anti
hsa-miR-4280,428.5,0.819589169,0.317766424,Anti
hsa-miR-4701-5p,449.5,0.859755733,0.317766424,Anti
hsa-miR-3661,481.5,0.920961925,0.317766424,Anti
hsa-miR-3676-5p,510.5,0.976430037,0.317766424,Anti
hsa-miR-24-1-5p,519,0.992687932,0.317766424,Anti
hsa-miR-516b-5p,430,0.82245821,0.32467439,Anti
hsa-miR-4666b,453,0.86645016,0.32467439,Anti
hsa-miR-4501,456.5,0.873144588,0.32467439,Anti
hsa-let-7b-3p,480,0.918092885,0.32467439,Anti
hsa-miR-6511b-5p,488,0.933394433,0.32467439,Anti
hsa-miR-4273,549.5,1.051025084,0.32467439,Anti
hsa-let-7a-3p,449,0.858799386,0.331582356,Anti
hsa-miR-4761-5p,454.5,0.869319201,0.331582356,Anti
hsa-miR-499b-3p,481.5,0.920961925,0.331582356,Anti
hsa-let-7f-2-3p,496,0.948695981,0.331582356,Anti
hsa-miR-708-3p,535.5,1.024247375,0.331582356,Anti
hsa-miR-519c-5p,552,1.055806818,0.331582356,Anti
hsa-miR-4712-3p,417,0.797593194,0.338490322,Anti
hsa-miR-544a,439,0.839672451,0.338490322,Anti
hsa-miR-3918,439.5,0.840628798,0.338490322,Anti
hsa-miR-34b-3p,475.5,0.909485764,0.338490322,Anti
hsa-miR-125b-2-3p,482.5,0.922874619,0.338490322,Anti
hsa-miR-24-2-5p,507,0.96973561,0.338490322,Anti
hsa-miR-4682,524,1.0022514,0.338490322,Anti
hsa-miR-5011-3p,525.5,1.00512044,0.338490322,Anti
hsa-miR-4778-3p,527,1.00798948,0.338490322,Anti
hsa-miR-4304,529,1.011814867,0.338490322,Anti
hsa-miR-4318,588,1.124663784,0.338490322,Anti
hsa-miR-513c-5p,601.5,1.150485147,0.338490322,Anti
hsa-miR-3158-5p,300.5,0.5747644,0.345398287,Toxic
hsa-miR-4421,448,0.856886693,0.345398287,Anti
hsa-miR-5008-5p,458,0.876013628,0.345398287,Anti
hsa-miR-5196-3p,498,0.952521368,0.345398287,Anti
hsa-miR-659-3p,522,0.998426013,0.345398287,Anti
hsa-miR-2277-5p,597,1.141878026,0.345398287,Anti
hsa-miR-766-5p,436,0.833934371,0.352306253,Anti
hsa-miR-5571-5p,448.5,0.85784304,0.352306253,Anti
hsa-miR-4637,515,0.985037158,0.352306253,Anti
hsa-miR-5094,527.5,1.008945827,0.352306253,Anti
hsa-miR-3151,535.5,1.024247375,0.352306253,Anti
hsa-miR-520c-5p,596.5,1.140921679,0.352306253,Anti
hsa-miR-1294,484.5,0.926700006,0.359214219,Anti
hsa-miR-502-3p,509,0.973560997,0.359214219,Anti
hsa-miR-4727-5p,527,1.00798948,0.359214219,Anti
hsa-miR-139-3p,531.5,1.016596601,0.359214219,Anti
hsa-miR-511-5p,541,1.034767189,0.359214219,Anti
hsa-miR-4507,550,1.051981431,0.359214219,Anti
hsa-miR-526a,598.5,1.144747066,0.359214219,Anti
hsa-miR-6077,474.5,0.907573071,0.366122185,Anti
hsa-miR-3674,478.5,0.915223845,0.366122185,Anti
hsa-miR-126-3p,493.5,0.943914248,0.366122185,Anti
hsa-miR-455-3p,496,0.948695981,0.366122185,Anti
hsa-miR-218-2-3p,508.5,0.97260465,0.366122185,Anti
hsa-miR-4418,589,1.126576478,0.366122185,Anti
hsa-miR-4720-3p,421.5,0.806200315,0.37303015,Anti
hsa-miR-520a-5p,443,0.847323225,0.37303015,Anti
hsa-miR-488-5p,495.5,0.947739635,0.37303015,Anti
hsa-miR-502-5p,502,0.960172142,0.37303015,Anti
hsa-miR-133a,516,0.986949852,0.37303015,Anti
hsa-miR-3124-5p,536.5,1.026160069,0.37303015,Anti
hsa-miR-509-3-5p,583,1.115100317,0.37303015,Anti
hsa-miR-664b-3p,590.5,1.129445518,0.37303015,Anti
hsa-miR-518d-5p,630.5,1.205953259,0.37303015,Anti
hsa-miR-5188,442,0.845410532,0.379938116,Anti
hsa-miR-4266,456.5,0.873144588,0.379938116,Anti
hsa-miR-3941,495,0.946783288,0.379938116,Anti
hsa-miR-3689a-5p,501.5,0.959215796,0.379938116,Anti
hsa-miR-4743-5p,501.5,0.959215796,0.379938116,Anti
hsa-miR-581,510.5,0.976430037,0.379938116,Anti
hsa-miR-3614-3p,520.5,0.995556972,0.379938116,Anti
hsa-miR-4700-5p,580,1.109362236,0.379938116,Anti
hsa-miR-4644,648.5,1.240381742,0.379938116,Anti
hsa-miR-323b-5p,426,0.814807436,0.386846082,Anti
hsa-miR-548a-3p,480.5,0.919049232,0.386846082,Anti
hsa-miR-513b,482.5,0.922874619,0.386846082,Anti
hsa-miR-4454,485.5,0.928612699,0.386846082,Anti
hsa-miR-508-3p,497.5,0.951565022,0.386846082,Anti
hsa-miR-30c-2-3p,528.5,1.01085852,0.386846082,Anti
hsa-miR-654-5p,564,1.07875914,0.386846082,Anti
hsa-miR-5591-5p,585.5,1.119882051,0.386846082,Anti
hsa-miR-1208,610.5,1.167699388,0.386846082,Anti
hsa-miR-3691-3p,672,1.285330039,0.386846082,Anti
hsa-miR-138-5p,499.5,0.955390409,0.393754048,Anti
hsa-miR-23b-5p,501,0.958259449,0.393754048,Anti
hsa-miR-4432,507.5,0.970691957,0.393754048,Anti
hsa-miR-3611,509.5,0.974517344,0.393754048,Anti
hsa-miR-9-5p,521.5,0.997469666,0.393754048,Anti
hsa-miR-4716-3p,530.5,1.014683907,0.393754048,Anti
hsa-miR-3688-5p,551.5,1.054850471,0.393754048,Anti
hsa-miR-3619-3p,552.5,1.056763165,0.393754048,Anti
hsa-miR-450b-5p,579.5,1.108405889,0.393754048,Anti
hsa-miR-3064-5p,610,1.166743042,0.393754048,Anti
hsa-miR-4796-3p,457.5,0.875057281,0.400662013,Anti
hsa-miR-3200-5p,463,0.885577095,0.400662013,Anti
hsa-miR-1306-5p,495,0.946783288,0.400662013,Anti
hsa-miR-760,558.5,1.068239326,0.400662013,Anti
hsa-miR-16-2-3p,449,0.858799386,0.407569979,Anti
hsa-miR-4477a,461,0.881751708,0.407569979,Anti
hsa-miR-5187-5p,485,0.927656353,0.407569979,Anti
hsa-miR-3185,495,0.946783288,0.407569979,Anti
hsa-miR-135b-5p,518.5,0.991731585,0.407569979,Anti
hsa-miR-563,534,1.021378335,0.407569979,Anti
hsa-miR-3713,538,1.029029109,0.407569979,Anti
hsa-miR-4438,365.5,0.699089478,0.414477945,Anti
hsa-miR-1244,438.5,0.838716104,0.414477945,Anti
hsa-miR-1238-3p,442,0.845410532,0.414477945,Anti
hsa-miR-4678,508.5,0.97260465,0.414477945,Anti
hsa-miR-3936,526.5,1.007033133,0.414477945,Anti
hsa-miR-193b-5p,542.5,1.03763623,0.414477945,Anti
hsa-miR-10a-3p,460,0.879839015,0.421385911,Anti
hsa-miR-33a-5p,466.5,0.892271523,0.421385911,Anti
hsa-miR-5003-5p,524.5,1.003207746,0.421385911,Anti
hsa-miR-4520a-5p,540,1.032854496,0.421385911,Anti
hsa-miR-4646-5p,472.5,0.903747684,0.428293876,Anti
hsa-miR-3132,543.5,1.039548923,0.428293876,Anti
hsa-miR-181c-3p,562.5,1.0758901,0.428293876,Anti
hsa-miR-610,567.5,1.085453567,0.428293876,Anti
hsa-miR-493-3p,662.5,1.267159451,0.428293876,Anti
hsa-miR-4487,420,0.803331275,0.435201842,Anti
hsa-miR-5684,479,0.916180192,0.435201842,Anti
hsa-miR-4666a-5p,486,0.929569046,0.435201842,Anti
hsa-miR-129-2-3p,510,0.97547369,0.435201842,Anti
hsa-miR-501-3p,516.5,0.987906198,0.435201842,Anti
hsa-miR-196a-3p,533.5,1.020421988,0.435201842,Anti
hsa-miR-29c-3p,594.5,1.137096292,0.435201842,Anti
hsa-miR-4639-3p,418,0.799505887,0.442109808,Anti
hsa-miR-525-5p,493.5,0.943914248,0.442109808,Anti
hsa-miR-3200-3p,506.5,0.968779263,0.442109808,Anti
hsa-miR-4520a-3p,524.5,1.003207746,0.442109808,Anti
hsa-miR-557,555,1.061544898,0.442109808,Anti
hsa-miR-758-3p,536.5,1.026160069,0.449017774,Anti
hsa-miR-4802-5p,545.5,1.04337431,0.449017774,Anti
hsa-miR-3935,570,1.090235301,0.449017774,Anti
hsa-miR-570-3p,421.5,0.806200315,0.455925739,Anti
hsa-miR-155-3p,459.5,0.878882668,0.455925739,Anti
hsa-miR-629-5p,517.5,0.989818892,0.455925739,Anti
hsa-miR-525-3p,533.5,1.020421988,0.455925739,Anti
hsa-miR-30e-5p,537,1.027116415,0.455925739,Anti
hsa-miR-184,558.5,1.068239326,0.455925739,Anti
hsa-miR-632,575,1.099798769,0.455925739,Anti
hsa-miR-149-5p,591,1.130401865,0.455925739,Anti
hsa-miR-5571-3p,386.5,0.739256042,0.462833705,Anti
hsa-miR-4781-5p,439,0.839672451,0.462833705,Anti
hsa-miR-103a-3p,467.5,0.894184216,0.462833705,Anti
hsa-miR-548m,467.5,0.894184216,0.462833705,Anti
hsa-miR-432-5p,492.5,0.942001554,0.462833705,Anti
hsa-miR-382-5p,497,0.950608675,0.462833705,Anti
hsa-miR-155-5p,533.5,1.020421988,0.462833705,Anti
hsa-miR-3677-3p,573,1.095973382,0.462833705,Anti
hsa-miR-765,451.5,0.86358112,0.469741671,Anti
hsa-miR-4489,491.5,0.940088861,0.469741671,Anti
hsa-miR-3190-5p,539.5,1.031898149,0.469741671,Anti
hsa-miR-3916,551,1.053894124,0.469741671,Anti
hsa-miR-30b-5p,603,1.153354187,0.469741671,Anti
hsa-miR-4467,606.5,1.160048614,0.469741671,Anti
hsa-miR-4763-5p,454,0.868362854,0.476649637,Anti
hsa-miR-4480,501,0.958259449,0.476649637,Anti
hsa-miR-5190,513.5,0.982168118,0.476649637,Anti
hsa-miR-4465,528,1.009902174,0.476649637,Anti
hsa-miR-143-5p,549.5,1.051025084,0.476649637,Anti
hsa-miR-3937,573,1.095973382,0.476649637,Anti
hsa-miR-4648,601.5,1.150485147,0.476649637,Anti
hsa-miR-3156-3p,345,0.659879261,0.483557602,Anti
hsa-miR-5689,426.5,0.815763782,0.483557602,Anti
hsa-miR-4529-5p,496.5,0.949652328,0.483557602,Anti
hsa-miR-144-5p,511,0.977386384,0.483557602,Anti
hsa-miR-544b,534.5,1.022334682,0.483557602,Anti
hsa-miR-601,560,1.071108366,0.483557602,Anti
hsa-miR-514b-5p,585.5,1.119882051,0.483557602,Anti
hsa-miR-30c-5p,612.5,1.171524775,0.483557602,Anti
hsa-miR-675-5p,621,1.18778267,0.483557602,Anti
hsa-miR-4772-3p,457.5,0.875057281,0.490465568,Anti
hsa-miR-99b-3p,491,0.939132514,0.490465568,Anti
hsa-miR-3689b-3p,493,0.942957901,0.490465568,Anti
hsa-miR-4692,564.5,1.079715487,0.490465568,Anti
hsa-miR-25-3p,570.5,1.091191648,0.490465568,Anti
hsa-miR-4440,582.5,1.11414397,0.490465568,Anti
hsa-miR-676-3p,587,1.122751091,0.490465568,Anti
hsa-miR-4766-3p,422,0.807156662,0.497373534,Anti
hsa-miR-614,436,0.833934371,0.497373534,Anti
hsa-miR-4456,450,0.86071208,0.497373534,Anti
hsa-miR-200c-5p,489,0.935307127,0.497373534,Anti
hsa-miR-6717-5p,494.5,0.945826941,0.497373534,Anti
hsa-miR-4724-5p,517.5,0.989818892,0.497373534,Anti
hsa-miR-129-5p,524,1.0022514,0.497373534,Anti
hsa-miR-3678-3p,532,1.017552948,0.497373534,Anti
hsa-miR-30d-5p,572,1.094060688,0.497373534,Anti
hsa-miR-365b-3p,642.5,1.228905581,0.497373534,Anti
hsa-miR-6501-3p,411.5,0.78707338,0.5042815,Neutral
hsa-miR-3529-3p,417,0.797593194,0.5042815,Neutral
hsa-miR-3187-5p,481.5,0.920961925,0.5042815,Neutral
hsa-miR-4768-5p,488,0.933394433,0.5042815,Neutral
hsa-miR-2964a-3p,490,0.93721982,0.5042815,Neutral
hsa-miR-3127-5p,491.5,0.940088861,0.5042815,Neutral
hsa-miR-1276,505.5,0.96686657,0.5042815,Neutral
hsa-let-7d-3p,507,0.96973561,0.5042815,Neutral
hsa-miR-4738-3p,539,1.030941802,0.5042815,Neutral
hsa-miR-4748,558,1.067282979,0.5042815,Neutral
hsa-miR-500a-5p,566,1.082584527,0.5042815,Neutral
hsa-miR-3120-3p,451.5,0.86358112,0.511189465,Neutral
hsa-miR-6511a-3p,476.5,0.911398458,0.511189465,Neutral
hsa-miR-4307,489.5,0.936263474,0.511189465,Neutral
hsa-miR-3689a-3p,509,0.973560997,0.511189465,Neutral
hsa-miR-4476,518,0.990775239,0.511189465,Neutral
hsa-miR-4727-3p,528.5,1.01085852,0.511189465,Neutral
hsa-miR-628-3p,519,0.992687932,0.518097431,Neutral
hsa-miR-4653-3p,530,1.013727561,0.518097431,Neutral
hsa-miR-365a-3p,551.5,1.054850471,0.518097431,Neutral
hsa-miR-625-3p,552,1.055806818,0.518097431,Neutral
hsa-miR-4303,588.5,1.125620131,0.518097431,Neutral
hsa-miR-101-3p,650,1.243250782,0.518097431,Neutral
hsa-miR-33b-5p,454,0.868362854,0.525005397,Neutral
hsa-miR-4263,476.5,0.911398458,0.525005397,Neutral
hsa-miR-671-5p,509,0.973560997,0.525005397,Neutral
hsa-miR-4520b-5p,541.5,1.035723536,0.525005397,Neutral
hsa-miR-892c-3p,472,0.902791337,0.531913363,Neutral
hsa-miR-3908,485,0.927656353,0.531913363,Neutral
hsa-miR-135a-5p,488,0.933394433,0.531913363,Neutral
hsa-miR-216a-3p,532.5,1.018509294,0.531913363,Neutral
hsa-miR-3149,533,1.019465641,0.531913363,Neutral
hsa-miR-942,564.5,1.079715487,0.531913363,Neutral
hsa-miR-4300,578,1.105536849,0.531913363,Neutral
hsa-miR-128-3p,580.5,1.110318583,0.531913363,Neutral
hsa-miR-98-3p,479,0.916180192,0.538821328,Neutral
hsa-miR-4419b,545.5,1.04337431,0.538821328,Neutral
hsa-miR-5196-5p,567.5,1.085453567,0.538821328,Neutral
hsa-miR-550a-5p,607.5,1.161961308,0.538821328,Neutral
hsa-miR-518f-5p,632,1.208822299,0.538821328,Neutral
hsa-miR-4519,406,0.776553565,0.545729294,Neutral
hsa-miR-5693,477.5,0.913311151,0.545729294,Neutral
hsa-miR-4290,541.5,1.035723536,0.545729294,Neutral
hsa-miR-1281,548,1.048156044,0.545729294,Neutral
hsa-miR-4255,554.5,1.060588552,0.545729294,Neutral
hsa-miR-4313,609,1.164830348,0.545729294,Neutral
hsa-miR-4322,620.5,1.186826323,0.545729294,Neutral
hsa-miR-4779,434.5,0.83106533,0.55263726,Neutral
hsa-miR-4795-3p,467,0.89322787,0.55263726,Neutral
hsa-miR-4799-3p,483,0.923830966,0.55263726,Neutral
hsa-miR-3685,492.5,0.942001554,0.55263726,Neutral
hsa-miR-6499-5p,492.5,0.942001554,0.55263726,Neutral
hsa-miR-129-1-3p,528.5,1.01085852,0.55263726,Neutral
hsa-miR-4761-3p,432,0.826283597,0.559545226,Neutral
hsa-miR-4422,459,0.877926321,0.559545226,Neutral
hsa-miR-495-5p,483.5,0.924787312,0.559545226,Neutral
hsa-miR-4713-3p,506.5,0.968779263,0.559545226,Neutral
hsa-miR-337-5p,523,1.000338706,0.559545226,Neutral
hsa-miR-3160-3p,524.5,1.003207746,0.559545226,Neutral
hsa-miR-4670-3p,531,1.015640254,0.559545226,Neutral
hsa-miR-4999-3p,454,0.868362854,0.566453191,Neutral
hsa-miR-3529-5p,484,0.925743659,0.566453191,Neutral
hsa-miR-665,521,0.996513319,0.566453191,Neutral
hsa-miR-4641,525,1.004164093,0.566453191,Neutral
hsa-miR-4312,556,1.063457592,0.566453191,Neutral
hsa-miR-4684-3p,560,1.071108366,0.566453191,Neutral
hsa-miR-106b-3p,566,1.082584527,0.566453191,Neutral
hsa-miR-135a-3p,681,1.302544281,0.566453191,Neutral
hsa-miR-296-5p,691,1.321671216,0.566453191,Neutral
hsa-miR-4747-3p,428.5,0.819589169,0.573361157,Neutral
hsa-miR-4636,509,0.973560997,0.573361157,Neutral
hsa-miR-33a-3p,522,0.998426013,0.573361157,Neutral
hsa-miR-875-5p,526.5,1.007033133,0.573361157,Neutral
hsa-miR-339-5p,536.5,1.026160069,0.573361157,Neutral
hsa-miR-887-3p,567,1.084497221,0.573361157,Neutral
hsa-miR-3147,611.5,1.169612082,0.573361157,Neutral
hsa-miR-4316,614.5,1.175350162,0.573361157,Neutral
hsa-miR-4749-5p,503.5,0.963041183,0.580269123,Neutral
hsa-miR-4699-3p,504,0.963997529,0.580269123,Neutral
hsa-miR-584-5p,541,1.034767189,0.580269123,Neutral
hsa-miR-921,573.5,1.096929728,0.580269123,Neutral
hsa-miR-1287,610.5,1.167699388,0.580269123,Neutral
hsa-miR-4665-5p,694,1.327409296,0.580269123,Neutral
hsa-miR-6069,441,0.843497838,0.587177089,Neutral
hsa-miR-4503,457,0.874100934,0.587177089,Neutral
hsa-miR-582-3p,584,1.11701301,0.587177089,Neutral
hsa-miR-664b-5p,601.5,1.150485147,0.587177089,Neutral
hsa-miR-4497,656.5,1.25568329,0.587177089,Neutral
hsa-miR-107,456,0.872188241,0.594085054,Neutral
hsa-miR-4326,470.5,0.899922297,0.594085054,Neutral
hsa-miR-4716-5p,491,0.939132514,0.594085054,Neutral
hsa-miR-1254,531,1.015640254,0.594085054,Neutral
hsa-miR-4694-3p,543,1.038592576,0.594085054,Neutral
hsa-miR-193a-5p,561,1.07302106,0.594085054,Neutral
hsa-miR-1909-5p,595,1.138052639,0.594085054,Neutral
hsa-miR-221-3p,499.5,0.955390409,0.60099302,Neutral
hsa-miR-200c-3p,515,0.985037158,0.60099302,Neutral
hsa-miR-519e-5p,579.5,1.108405889,0.60099302,Neutral
hsa-miR-346,650.5,1.244207129,0.60099302,Neutral
hsa-miR-4688,473,0.904704031,0.607900986,Neutral
hsa-miR-4726-3p,515,0.985037158,0.607900986,Neutral
hsa-miR-3146,531,1.015640254,0.607900986,Neutral
hsa-miR-2681-3p,564,1.07875914,0.607900986,Neutral
hsa-miR-4433-5p,587.5,1.123707438,0.607900986,Neutral
hsa-miR-4681,593,1.134227252,0.607900986,Neutral
hsa-miR-3940-3p,637,1.218385766,0.607900986,Neutral
hsa-miR-6506-5p,411.5,0.78707338,0.614808952,Neutral
hsa-miR-5682,477.5,0.913311151,0.614808952,Neutral
hsa-miR-4262,484.5,0.926700006,0.614808952,Neutral
hsa-miR-542-5p,553.5,1.058675858,0.614808952,Neutral
hsa-miR-3692-3p,590,1.128489171,0.614808952,Neutral
hsa-miR-154-5p,635.5,1.215516726,0.614808952,Neutral
hsa-miR-2682-3p,475.5,0.909485764,0.621716917,Neutral
hsa-miR-103a-2-5p,536,1.025203722,0.621716917,Neutral
hsa-miR-450b-3p,548,1.048156044,0.621716917,Neutral
hsa-miR-4475,554,1.059632205,0.621716917,Neutral
hsa-miR-4798-3p,469.5,0.898009603,0.628624883,Neutral
hsa-miR-5583-3p,489.5,0.936263474,0.628624883,Neutral
hsa-miR-5009-5p,494,0.944870594,0.628624883,Neutral
hsa-miR-4794,515.5,0.985993505,0.628624883,Neutral
hsa-miR-7-5p,604,1.15526688,0.628624883,Neutral
hsa-miR-3670,521,0.996513319,0.635532849,Neutral
hsa-miR-508-5p,529,1.011814867,0.635532849,Neutral
hsa-miR-3159,571,1.092147995,0.635532849,Neutral
hsa-miR-5001-5p,587.5,1.123707438,0.635532849,Neutral
hsa-miR-29b-3p,697.5,1.334103724,0.635532849,Neutral
hsa-miR-3654,498.5,0.953477715,0.642440815,Neutral
hsa-miR-3621,541,1.034767189,0.642440815,Neutral
hsa-miR-3960,550,1.051981431,0.642440815,Neutral
hsa-miR-29a-3p,668.5,1.278635612,0.642440815,Neutral
hsa-miR-449c-3p,464.5,0.888446136,0.64934878,Neutral
hsa-miR-95,480,0.918092885,0.64934878,Neutral
hsa-miR-512-5p,652.5,1.248032516,0.64934878,Neutral
hsa-miR-4446-5p,482.5,0.922874619,0.656256746,Neutral
hsa-miR-532-5p,492.5,0.942001554,0.656256746,Neutral
hsa-miR-518e-3p,531.5,1.016596601,0.656256746,Neutral
hsa-miR-593-5p,547,1.04624335,0.656256746,Neutral
hsa-miR-202-3p,571,1.092147995,0.656256746,Neutral
